publication_id,publication_title,publication_doi,new_name,new_is_mentioned,new_is_used,new_description,new_source,new_domain
pub.1150473760,Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries,10.3390/ijerph191710543,Food and Agriculture Organization's Food Insecurity Experience Scale,true,false,A standardized questionnaire developed by FAO to measure food insecurity at the individual and household level.,Food and Agriculture Organization of the United Nations (FAO),Food Security
pub.1150473760,Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries,10.3390/ijerph191710543,Cornell Child Food Security Measure,true,false,A child‑focused food security questionnaire developed at Cornell University.,Cornell University,Nutrition / Child Health
pub.1150473760,Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries,10.3390/ijerph191710543,Hager two‑item screen,true,false,A brief two‑question screen for household food insecurity developed by Hager et al.,Hager et al.,Public Health
pub.1150473760,Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries,10.3390/ijerph191710543,Girard four‑point tool,true,false,A four‑point questionnaire for assessing household food security.,Girard et al.,Nutrition / Public Health
pub.1150553810,Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic,10.1007/s12061-022-09478-8,American Community Survey (ACS),true,true,"Annual survey by the U.S. Census Bureau providing demographic, social, economic, and housing data at multiple geographic levels.",U.S. Census Bureau,Demographics / Socio‑economic statistics
pub.1150553810,Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic,10.1007/s12061-022-09478-8,Emergency Food Transfer (EFT) dataset,true,true,"Administrative records of individual emergency food transfers (date, address, number of transfers) collected from local food banks and pantries.","Five local emergency food providers in El Paso County (El Pasoans Fighting Hunger Food Bank, Kelly Center for Hunger Relief, etc.)",Emergency food assistance / Public health
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,FRESH foods survey,true,true,"A survey instrument that captures frequency of consumption of whole fruits and vegetables, developed in prior research.","Calloway, Seligman, et al., 2019 (published study)",Nutrition / Dietary intake
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,Behavioral Risk Factor Surveillance System (BRFSS),true,true,"A large, ongoing telephone/online health survey conducted by the CDC that collects data on health-related risk behaviors, chronic health conditions, and use of preventive services.",Centers for Disease Control and Prevention (CDC),Public health / Epidemiology
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,"Food, Life, Activity, Sun, and Healthy Eating (FLASHE) study",true,true,"A research study and dataset collected by the National Cancer Institute that includes questionnaires on diet, physical activity, and other health behaviors among adolescents and parents.",National Cancer Institute (NCI),Nutrition / Health behavior
pub.1150579970,The Risk for Food Insecurity and Suicide Ideation among Young Adults in the United States: The Mediating Roles of Perceived Stress and Social Isolation,10.1177/21568693221120066,National Longitudinal Study of Adolescent to Adult Health (Add Health),true,true,"A longitudinal cohort study that follows a nationally representative sample of U.S. adolescents into adulthood, providing rich health, social, and economic variables.","Add Health Program, funded by NICHD and other federal agencies.","Public health, sociology, epidemiology"
pub.1150579970,The Risk for Food Insecurity and Suicide Ideation among Young Adults in the United States: The Mediating Roles of Perceived Stress and Social Isolation,10.1177/21568693221120066,CDC WONDER Online Database,true,false,"An online public health information system that provides access to a wide variety of public health data sets, including mortality and population data.",Centers for Disease Control and Prevention (CDC).,"Epidemiology, vital statistics"
pub.1150752374,Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University,10.1080/19320248.2022.2119119,Pittsburgh Sleep Quality Index (PSQI),true,true,A validated 19‑item questionnaire that yields a global sleep quality score.,Standardized sleep assessment tool employed in the survey.,Sleep research / Public health
pub.1150752374,Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University,10.1080/19320248.2022.2119119,Beverage Questionnaire-15 (BEVQ-15),true,true,"A 15‑item questionnaire that quantifies habitual beverage intake, including sugar‑sweetened beverages.",Validated beverage intake instrument incorporated into the survey.,Nutrition / Dietary assessment
pub.1150752374,Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University,10.1080/19320248.2022.2119119,Eating At America’s Table Study (EATS),true,true,A dietary assessment tool that records frequency and portion size of fruit and vegetable intake.,NIH‑developed questionnaire integrated into the study survey.,Nutrition / Dietary assessment
pub.1150797390,Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review,10.1101/2022.09.06.22279548,Healthy Communities Study,true,false,"A large, multi‑site study examining environmental, community, and individual factors influencing child health outcomes.",National Institutes of Health (NIH) funded project,Public Health/Child Nutrition
pub.1150797390,Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review,10.1101/2022.09.06.22279548,Study of Latino Youth (SOL Youth),true,false,A cohort study focusing on health and nutrition of Latino children and adolescents in the United States.,"National Heart, Lung, and Blood Institute (NHLBI) funded cohort",Epidemiology/Child Health
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Six-Item Short Form of the Food Security Survey Module,true,false,A shortened version of the USDA Household Food Security Survey Module consisting of six items.,Primary studies included in the scoping review,Public health / Nutrition
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Survey of Income and Program Participation (SIPP),true,false,"A longitudinal survey conducted by the U.S. Census Bureau that collects data on income, program participation, and other demographic variables.",Primary studies included in the scoping review,Economics / Social science
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,US Adult Food Security Survey Module,true,false,An adult‑specific adaptation of the USDA Household Food Security Survey Module.,Primary studies cited in the review,Public health / Nutrition
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Health and Retirement Study (HRS) Food Insecurity Questionnaire,true,false,A questionnaire embedded within the HRS that captures household food‑security status among older adults.,Primary studies cited in the review,Aging / Public health
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,2-item screener derived from the 18-Item US Household Food Security Screen,true,false,A brief two‑question version of the USDA 18‑item food security instrument.,Primary studies cited in the review,Public health / Nutrition
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,3-item adaptation from the USDA Food Insecurity Scale,true,false,A three‑question version derived from the USDA food insecurity instrument.,Primary studies cited in the review,Public health / Nutrition
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,2007 AIDS Alabama Needs Assessment Survey,true,false,A state‑level survey assessing AIDS‑related needs in Alabama conducted in 2007.,Primary studies cited in the review,Public health / HIV research
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Radimer-Cornell Hunger and Food Insecurity Instrument,true,false,A validated survey instrument measuring hunger and food insecurity at the household level.,Primary studies cited in the review,Public health / Nutrition
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Food Insufficiency Indicator (from SEED OK Survey),true,false,An indicator derived from the SEED OK Survey measuring food insufficiency.,Primary studies cited in the review,Public health / Survey research
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Access to Healthy Foods Scale,true,false,A scale assessing individuals' perceived access to healthy food options.,Primary studies cited in the review,Public health / Nutrition
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,Food Sufficiency Status,true,false,A composite measure derived from self‑reported questions about food scarcity and coping strategies.,Primary studies cited in the review,Public health / Nutrition
pub.1151003902,Captive Market Pricing and Lack of Transportation: A Survey of Undergraduate Food Insecurity at a Public University in New England,10.1177/08901171221127006,Nutrition Environment Measures Survey in Stores (NEMS‑S),true,true,"A standardized instrument for assessing the nutrition environment of retail food stores, including availability, price, and quality of foods.",Developed by Glanz et al.,Nutrition environment / Food retail assessment
pub.1151003902,Captive Market Pricing and Lack of Transportation: A Survey of Undergraduate Food Insecurity at a Public University in New England,10.1177/08901171221127006,2018 College Health Survey,true,true,A cross‑sectional survey of college students covering health behaviors and outcomes; likely the ACHA‑NCHA III but not explicitly named.,,Higher education health assessment
pub.1151003902,Captive Market Pricing and Lack of Transportation: A Survey of Undergraduate Food Insecurity at a Public University in New England,10.1177/08901171221127006,Behavioral Risk Factor Surveillance System (BRFSS) Questionnaire,true,false,A national telephone survey instrument used to monitor health‑related risk behaviors.,Centers for Disease Control and Prevention (CDC),Public health surveillance
pub.1151152379,Food insecurity and loneliness amongst older urban subsidised housing residents: The importance of social connectedness,10.1111/hsc.14027,Health and Retirement Study (HRS),true,false,"A longitudinal panel study of older Americans that surveys health, retirement, and socioeconomic status.",Reference citation in the bibliography,Aging / Public Health
pub.1151152379,Food insecurity and loneliness amongst older urban subsidised housing residents: The importance of social connectedness,10.1111/hsc.14027,"National Social Life, Health, and Aging Project (NSHAP)",true,false,A nationally representative longitudinal study of health and social factors among older adults in the United States.,Reference citation in the bibliography,Gerontology / Social Epidemiology
pub.1151183035,Food insecurity and physical multimorbidity among adults aged ≥ 50 years from six low- and middle-income countries,10.1007/s00394-022-02999-5,World Health Organization Study on Global Ageing and Adult Health (SAGE),true,true,"A multi‑country longitudinal survey collecting health, socioeconomic, and demographic data from adults in low‑ and middle‑income countries.",World Health Organization,Public health / Epidemiology
pub.1151271369,Disparities in food insecurity during the COVID-19 pandemic: A two-year analysis,10.1016/j.cities.2022.104003,Small Business Pulse Survey (SBPS),true,true,A rapid‑response survey of U.S. small businesses (1‑499 employees) tracking operational impacts of COVID‑19.,U.S. Census Bureau,Business/Economic Survey
pub.1151271369,Disparities in food insecurity during the COVID-19 pandemic: A two-year analysis,10.1016/j.cities.2022.104003,Monthly State Retail Sales (MSRS),true,true,"Monthly estimates of retail sales by state, covering food and beverage categories among others.",U.S. Census Bureau,Economic/Commerce Data
pub.1151706316,Food insecurity among immigrant populations in the United States,10.1007/s12571-022-01322-8,Integrated Public Use Microdata Series (IPUMS) CPS Version 7.0 Food Security Supplement,true,true,"A harmonized, publicly available version of the CPS and its Food Security Supplement provided by the IPUMS project.",IPUMS (University of Minnesota),Social science survey data
pub.1151765405,Pandemic-related socioeconomic disruptions and adverse health outcomes: a cross-sectional study of female caregivers,10.1186/s12889-022-14287-2,Assessing California Communities' Experiences with Safety Net Supports (ACCESS) study,true,true,A primary data collection effort that surveyed low‑income female caregivers of young children in California about socioeconomic disruptions and health outcomes.,Original data collection by the study authors; not publicly available.,"Public health, social epidemiology"
pub.1151765405,Pandemic-related socioeconomic disruptions and adverse health outcomes: a cross-sectional study of female caregivers,10.1186/s12889-022-14287-2,USDA 6‑item Household Food Security Survey Module (HFSSM),true,true,A standardized questionnaire module used to assess household food‑security status; six‑item short form of the USDA HFSSM.,U.S. Department of Agriculture.,"Nutrition, food security research"
pub.1151888645,The dynamic nature of poverty and food insecurity among older adults: Evidence from the Health and Retirement Study,10.1002/aepp.13329,Health and Retirement Study,true,true,"A nationally representative biennial longitudinal survey of Americans age 50+ that includes detailed information on income, assets, poverty, and food security.",Health and Retirement Study (2002‑2018 waves),Social science / Aging and health economics
pub.1151888645,The dynamic nature of poverty and food insecurity among older adults: Evidence from the Health and Retirement Study,10.1002/aepp.13329,Consumer Expenditure Survey,true,false,"A survey that collects information on the buying habits, income, and demographic characteristics of U.S. consumers.",U.S. Census Bureau,Consumer economics / Household finance
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,Household Food Insecurity Access Scale (HFIAS),true,false,A 9‑item questionnaire assessing food insecurity over the past 30 days.,FANTA/USAID,Nutrition / Food Security
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,Food Insecurity Experience Scale (FIES),true,false,An 8‑item questionnaire measuring individual food insecurity over the past 12 months.,Food and Agriculture Organization (FAO),Nutrition / Food Security
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,Escala Latinoamericana y Caribeña de Seguridad Alimentaria (ELCSA),true,false,A 15‑item household food security questionnaire used in Latin America.,,Nutrition / Food Security
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,Escala Brasileira de Insegurança Alimentar (EBIA),true,false,A 14‑item food security questionnaire used in Brazil.,,Nutrition / Food Security
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,FAO INFOODS Food Composition Tables,true,false,International food composition database providing nutrient values for foods worldwide.,Food and Agriculture Organization (FAO),Nutrition / Dietary Assessment
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,CINE Table for Inuit Peoples,true,false,A food composition table specific to Inuit populations.,Centre for Indigenous Peoples' Nutrition and Environment (CINE),Nutrition / Dietary Assessment
pub.1151984821,Measuring food insecurity: An introduction to tools for human biologists and ecologists,10.1002/ajhb.23821,USDA Food Desert Locator,true,false,A GIS‑based dataset identifying low‑access areas to supermarkets and other food retailers in the United States.,United States Department of Agriculture (USDA),Geography / Food Access
pub.1152216067,Living with children and food insecurity in seniors,10.1002/aepp.13333,American Community Survey (ACS),true,false,"An ongoing survey by the U.S. Census Bureau that provides detailed demographic, social, economic, and housing data on the U.S. population.",U.S. Census Bureau,Demography/Social Science
pub.1152228125,"Disparities in food insecurity among Black and White households: An analysis by age cohort, poverty, education, and home ownership",10.1002/aepp.13332,Survey of Income and Program Participation (SIPP),true,false,"A longitudinal survey of U.S. households that collects data on income, program participation, and demographics.",U.S. Census Bureau,Economics / Public policy
pub.1152228125,"Disparities in food insecurity among Black and White households: An analysis by age cohort, poverty, education, and home ownership",10.1002/aepp.13332,CSFII,true,false,The Continuing Survey of Food Intake (CSFII) provides detailed dietary intake information for U.S. households.,U.S. Department of Agriculture,Nutrition / Public health
pub.1152303372,Assessing changes in food pantry access after extreme events,10.1007/s10460-022-10373-8,FEMA Flood Hazard Zones,true,true,Federal Emergency Management Agency flood maps indicating special flood hazard areas.,FEMA,Hydrology / Disaster risk
pub.1152303372,Assessing changes in food pantry access after extreme events,10.1007/s10460-022-10373-8,OpenStreetMap Road Network,true,true,Crowdsourced global road‑network dataset.,OpenStreetMap contributors,Transportation / GIS
pub.1152303372,Assessing changes in food pantry access after extreme events,10.1007/s10460-022-10373-8,Houston Food Bank Pantry Locations,true,true,"List of 162 food‑distribution sites (brick‑and‑mortar, mobile, and super sites) operated by the Houston Food Bank.",Feeding America – Houston Food Bank website,Food assistance / GIS
pub.1152303372,Assessing changes in food pantry access after extreme events,10.1007/s10460-022-10373-8,U.S. Census Block Group Boundaries and Population‑Weighted Centroids,true,true,"Geographic polygon layer for 2,144 block groups in Harris County plus centroid points weighted by population.",U.S. Census Bureau,Geography / Demography
pub.1152303372,Assessing changes in food pantry access after extreme events,10.1007/s10460-022-10373-8,USDA Core Food Security Module (CFSM),true,false,Survey module that adds food‑security questions to the Census Household Survey.,U.S. Department of Agriculture,Food security measurement
pub.1152312344,Food Insecurity Among Older Adults Living in Low- and Middle-Income Countries: A Scoping Review,10.1093/geront/gnac161,World Health Organization Study on Global Ageing (SAGE),true,false,"A longitudinal, multi‑country study on health and ageing sponsored by WHO.",World Health Organization,Aging / Public Health
pub.1152312344,Food Insecurity Among Older Adults Living in Low- and Middle-Income Countries: A Scoping Review,10.1093/geront/gnac161,Food Security Index for the Chinese Elderly (FSICE),true,false,An index developed to assess food security status among older adults in China.,,Food Security
pub.1152412062,"Food Insecurity and COVID-19 Food-Related Perceptions, Practices, and Problems: A 3-State Descriptive Study",10.1017/dmp.2022.250,RAPID Multi-Wave Risk Perception Study,true,true,"An online survey dataset collected between May 19 and July 14, 2020 from 1,260 US adults across Washington, New York, and Louisiana, covering risk perception, information seeking, and protective actions related to COVID‑19.","RAPID project, funded by NSF Grant No. 2028412",Public health / COVID‑19 risk perception
pub.1152412062,"Food Insecurity and COVID-19 Food-Related Perceptions, Practices, and Problems: A 3-State Descriptive Study",10.1017/dmp.2022.250,Household Food Insecurity Access Scale (HFIAS),true,false,A scale developed by USAID to assess the access component of food insecurity at the household level.,USAID/FAO,Food security measurement
pub.1152412062,"Food Insecurity and COVID-19 Food-Related Perceptions, Practices, and Problems: A 3-State Descriptive Study",10.1017/dmp.2022.250,Census Household Pulse Survey (CHPS),true,false,"A rapid, nationally representative survey administered by the U.S. Census Bureau to track household experiences during the pandemic.",U.S. Census Bureau,Public health / Socio‑economic monitoring
pub.1152412062,"Food Insecurity and COVID-19 Food-Related Perceptions, Practices, and Problems: A 3-State Descriptive Study",10.1017/dmp.2022.250,Food and Health Survey,true,false,A survey study (presumably published elsewhere) examining consumer food‑related behaviors during COVID‑19.,Not specified in the excerpt; appears only in citation list.,Consumer behavior / Nutrition
pub.1152442697,Diet Quality and Contextual Factors Influencing Food Choice among Adolescents with Food Security and Food Insecurity in Baltimore City,10.3390/nu14214573,YouthWorks applicant survey data,true,true,"A locally collected survey of adolescents who applied to the YouthWorks employment program in Baltimore City, used as the primary sampling frame for the study.",YouthWorks program (Baltimore City government),Youth employment / Public health
pub.1152543822,Food security status in seniors over their life course,10.1002/aepp.13334,Survey of Income and Program Participation – Adult Well‑being Module (SIPP),true,true,A module of the SIPP survey that asks about ability to pay bills and other economic hardship indicators.,U.S. Census Bureau,Economic insecurity / Social policy
pub.1152543822,Food security status in seniors over their life course,10.1002/aepp.13334,2016 National Survey of Children’s Health,true,false,A nationally representative survey of child health and well‑being conducted in 2016.,U.S. Department of Health and Human Services,Public health / Child health
pub.1152543822,Food security status in seniors over their life course,10.1002/aepp.13334,Early Childhood Longitudinal Study – Kindergarten Cohort (ECLS‑K),true,false,A longitudinal study tracking a cohort of children from kindergarten onward.,National Center for Education Statistics,Education / Child development
pub.1152543822,Food security status in seniors over their life course,10.1002/aepp.13334,Survey of Program Dynamics,true,false,A longitudinal survey that tracks participation in various social programs over time.,,Social program evaluation
pub.1152553896,"Participatory mapping to address neighborhood level data deficiencies for food security assessment in Southeastern Virginia, USA",10.1186/s12942-022-00314-3,2020 US Census (block level),true,true,Decennial census providing demographic counts at block level for the United States.,United States Census Bureau,Demography / Public health
pub.1152553896,"Participatory mapping to address neighborhood level data deficiencies for food security assessment in Southeastern Virginia, USA",10.1186/s12942-022-00314-3,ArcGIS Business Analyst (SafeGraph data),true,true,"Commercial dataset of points of interest (POI) derived from SafeGraph, accessed via Esri’s Business Analyst platform.",SafeGraph (via Esri ArcGIS Business Analyst),Retail / Food environment
pub.1152553896,"Participatory mapping to address neighborhood level data deficiencies for food security assessment in Southeastern Virginia, USA",10.1186/s12942-022-00314-3,Foodbank of Southeastern Virginia and the Eastern Shore directory,true,true,Directory of food pantry and food‑bank locations maintained by the regional Foodbank organization.,Foodbank of Southeastern Virginia and the Eastern Shore,Food assistance / Community services
pub.1152755048,"Sick, Hungry, and Vulnerable: Federal Stimulus and Food Security on Marginalized Populations During the COVID-19 Pandemic",10.1007/s40615-022-01447-8,Census Bureau Master Address File (MAF),true,true,A comprehensive database of residential addresses used by the Census Bureau for survey sampling.,U.S. Census Bureau,Geographic/Address Data
pub.1153265363,"The Interactions of Food Security, Health, and Loneliness among Rural Older Adults before and after the Onset of COVID-19",10.3390/nu14235076,Rural Indiana Older Adults Household Survey 2020,true,true,"A primary data collection effort targeting older adults (60+) in four rural Indiana counties, comprising 1,482 completed surveys.",Authors; data deposited at Indiana University’s IUScholarWorks (http://hdl.handle.net/2022/26864),"Public health, food security, gerontology"
pub.1153365239,Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research,10.1002/aepp.13336,Integrated Public Use Microdata Series (IPUMS),true,true,"A project that harmonizes and distributes U.S. Census and survey microdata, including CPS‑FSS.",University of Minnesota.,Social science data infrastructure
pub.1153365239,Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research,10.1002/aepp.13336,Survey of Program Dynamics,true,false,A large‑scale survey that includes a food‑security module (specifics not detailed).,,
pub.1153365239,Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research,10.1002/aepp.13336,Survey of Income and Program,true,false,Another large‑scale survey with a food‑security component.,,
pub.1153368497,Medically tailored meals for food insecurity and type 2 diabetes: Protocol for the food as medicine for diabetes (FAME-D) trial,10.1016/j.cct.2022.107039,"PRAPARE (Protocol for Responding to and Assessing Patients’ Assets, Risks, and Experiences)",true,false,A standardized set of social determinants of health screening questions used in clinical settings.,National Association of Community Health Centers,Social Determinants of Health
pub.1153401961,Relationship between food insecurity and housing instability on quality of care and quality of life in adults with diabetes,10.1371/journal.pone.0278650,Behavioral Risk Factor Surveillance System (BRFSS),true,true,A state‑based telephone survey that collects health‑related data from U.S. adults.,https://www.cdc.gov/brfss/annual_data/annual_2014.html and https://www.cdc.gov/brfss/annual_data/annual_2017.html,Public health / epidemiology
pub.1153526815,The relationship between fecal incontinence and food insecurity in United States women: an analysis of 2005–2010 National Health and Nutrition Examination Survey,10.1016/j.ajog.2022.12.007,Bowel Health Questionnaire,true,true,"A questionnaire module within NHANES that assesses bowel health, including fecal incontinence.",NHANES questionnaire suite,Gastroenterology / epidemiology
pub.1153526815,The relationship between fecal incontinence and food insecurity in United States women: an analysis of 2005–2010 National Health and Nutrition Examination Survey,10.1016/j.ajog.2022.12.007,NHANES Individual Foods (First Day and Second Day) dietary interview,true,true,"Two 24‑hour dietary recall datasets collected in NHANES, providing detailed food and nutrient intake information.",NHANES dietary interview component,Nutrition / dietetics
pub.1153547876,What Is Associated with Changes in Food Security among Low-Income Residents of a Former Food Desert?,10.3390/nu14245242,"Pittsburgh Hill/Homewood Research on Eating, Shopping, and Health (PHRESH)",true,true,"A longitudinal cohort study of randomly selected households in low‑income, predominantly Black neighborhoods in Pittsburgh, collecting data on food shopping behavior, food security, and related health outcomes.",PHRESH study investigators (RAND Corporation),Public health / Nutrition epidemiology
pub.1153547876,What Is Associated with Changes in Food Security among Low-Income Residents of a Former Food Desert?,10.3390/nu14245242,USDA Adult Food Security Survey Module,true,true,A validated questionnaire instrument consisting of 10 items that assesses adult food security status over the prior 12 months.,U.S. Department of Agriculture,Nutrition / Food security assessment
pub.1153613181,Development of three new multidimensional measures to assess household food insecurity resilience in the United States,10.3389/fpubh.2022.1048501,Behavioral Risk Factor Surveillance System (BRFSS),true,true,"An ongoing telephone survey that collects state‑level data about health‑related risk behaviors, chronic health conditions, and use of preventive services.",Centers for Disease Control and Prevention (CDC),Public Health / Epidemiology
pub.1153660572,Quantifying “local food” online and social media in the United States for 2018–2021,10.1186/s40066-022-00397-y,NetBase Social Media Dataset,true,true,"A proprietary collection of online and social media mentions (tweets, posts, news articles, forums, etc.) related to local food in the United States from 2018‑2021, obtained via the NetBase listening platform.","NetBase Solutions, Inc.",Social media analytics / Food systems research
pub.1153729299,Combating food insecurity and creating sustenance: addressing the root causes of hunger in the US through political empowerment and public policy engagement,10.1080/13549839.2022.2155943,Journeys Home Survey,true,false,"A survey dataset focusing on the experiences of individuals facing homelessness and food insecurity, used in prior research to analyze intersecting vulnerabilities.",Authors of the cited study (not specified in the excerpt),Social Science / Public Health
pub.1153761407,Food insecurity among New York City taxi and for-hire vehicle drivers,10.3233/wor-211471,Medical Expenditure Panel Survey (MEPS),true,false,A set of large-scale surveys of health care use and expenditures in the United States.,Agency for Healthcare Research and Quality,Health services research
pub.1153761407,Food insecurity among New York City taxi and for-hire vehicle drivers,10.3233/wor-211471,Behavioral Risk Factor Surveillance System (BRFSS),true,false,"A state‑based telephone survey that collects data on health‑related risk behaviors, chronic health conditions, and use of preventive services.",CDC,Public health surveillance
pub.1153874715,Are Remitters at Risk for Lower Food Security and Dietary Quality? An Exploratory Study of Mexican Immigrants in NYC,10.1101/2022.12.20.22283288,Automated Self‑Administered 24‑hour Dietary Assessment Tool (ASA24),true,true,An online tool that collects 24‑hour dietary recall data and outputs nutrient and food group information for diet quality scoring.,US Department of Agriculture (USDA) National Cancer Institute,Nutrition / Dietary Assessment
pub.1153874715,Are Remitters at Risk for Lower Food Security and Dietary Quality? An Exploratory Study of Mexican Immigrants in NYC,10.1101/2022.12.20.22283288,National Latino Asian American Survey (NLAAS),true,true,"A nationally representative survey of Latino and Asian American adults in the United States that includes modules on immigration, economics, and health.",University of Michigan Institute for Social Research,Sociology / Immigration
pub.1153934065,Unraveling the Channels of Food Security of the Households in Northern Kenya: Evidence from an Exclusive Dataset,10.1016/j.cdnut.2022.100005,"Feed the Future Northern Kenya Interim Survey 2015 (Feed the Future household survey, FEEDBACK ZOI Interim Survey)",true,true,"A household‑level survey collected under the USAID Feed the Future program covering socioeconomic, demographic, and food‑security variables for households in northern Kenya.","USAID Feed the Future program, publicly released on Data.gov",Development Economics / Food Security
pub.1154085276,"Childhood food insecurity, mental distress in young adulthood and the supplemental nutrition assistance program",10.1016/j.ypmed.2022.107409,Child Development Supplement (CDS) to PSID,true,true,"A supplement to the PSID that collects detailed information on child development, health, and home environment.",PSID Child Development Supplement.,Child development / Public health
pub.1154085276,"Childhood food insecurity, mental distress in young adulthood and the supplemental nutrition assistance program",10.1016/j.ypmed.2022.107409,Transition to Adulthood Supplement (TAS) to PSID,true,true,"A PSID supplement that follows original child respondents into young adulthood, collecting health, education, and employment data.",PSID Transition to Adulthood Supplement.,Adult health / Longitudinal studies
pub.1154120139,How are Income and Assets Associated with Food Insecurity? An Application of the Growth Mixture Modeling,10.1007/s11205-022-03053-x,Survey of Program Dynamics,true,false,A longitudinal survey that tracks program participation and outcomes for U.S. households.,Not explicitly stated; likely a research survey referenced in the literature.,Program Evaluation / Social Policy
pub.1154444358,"Food insecurity, diet and mental distress among resource insecure students during COVID-19",10.1093/emph/eoad001,National Health Interview Survey (NHIS),true,false,"A large‑scale, cross‑sectional household interview survey that collects information on a broad range of health topics from the U.S. civilian non‑institutionalized population.",U.S. Centers for Disease Control and Prevention (CDC),Health
pub.1154505518,Food Security is Associated with Higher Diet Quality Among Children of the US–Affiliated Pacific Region,10.1016/j.tjnut.2023.01.015,Children's Healthy Living Program (CHL) baseline data,true,true,Primary data collected from children and caregivers across US‑affiliated Pacific jurisdictions for the CHL study.,Children's Healthy Living Program,Nutrition / Public Health
pub.1154505518,Food Security is Associated with Higher Diet Quality Among Children of the US–Affiliated Pacific Region,10.1016/j.tjnut.2023.01.015,Pacific Tracker3 (PacTrac3) food composition database,true,true,"A food composition database tailored to Pacific region foods, used for nutrient analysis of dietary records.",University of Hawaii Cancer Center,Nutrition / Dietary Assessment
pub.1154505518,Food Security is Associated with Higher Diet Quality Among Children of the US–Affiliated Pacific Region,10.1016/j.tjnut.2023.01.015,USDA Economic Research Service Food Security Status of US Households in 2020,true,false,Published USDA report on food security status of US households for the year 2020.,USDA Economic Research Service,Food Security
pub.1155015535,"Grit but Not Help-Seeking Was Associated with Food Insecurity among Low Income, At-Risk Rural Veterans",10.3390/ijerph20032500,Reaching Rural Veterans (RRV) pilot dataset,true,true,"Longitudinal pilot data collected from food‑pantry outreach events targeting rural veterans, including questionnaire responses on demographics, food security, grit, and help‑seeking.",Authors' own field data collection (RRV project),Public Health / Veteran Studies
pub.1155015535,"Grit but Not Help-Seeking Was Associated with Food Insecurity among Low Income, At-Risk Rural Veterans",10.3390/ijerph20032500,U.S. Census Bureau Population and Housing Unit Estimates,true,false,Annual estimates of the U.S. population and housing units produced by the Census Bureau.,U.S. Census Bureau,Demography
pub.1155015535,"Grit but Not Help-Seeking Was Associated with Food Insecurity among Low Income, At-Risk Rural Veterans",10.3390/ijerph20032500,USDA Rural Classifications (Economic Research Service),true,false,Classification scheme defining rural vs. urban counties based on population density and commuting patterns.,USDA Economic Research Service,Agriculture / Rural Studies
