publication_id,publication_title,publication_doi,validated_dataset_id,validated_dataset_name,is_mentioned,is_used,validation_reasoning
pub.1147083523,Examining the association of student mental health and food security with college GPA,10.1080/07448481.2022.2058327,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The manuscript cites the Household Food Security Survey Module as the instrument used to assess food‑security status, and the resulting scores are incorporated into the statistical models, confirming actual utilization."
pub.1147119725,Food insecurity and adverse childhood experiences: a systematic review,10.1093/nutrit/nuac029,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The systematic review cites that some of the primary studies it reviews employed the HFSSM, but the authors of this paper did not themselves collect, analyze, or report results from that dataset."
pub.1147370984,Systematic review of food insecurity and violence against women and girls: mixed methods findings from low- and middle-income settings,10.1101/2022.04.20.22274085,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper does not contain the exact name 'Household Food Security Survey Module' nor the abbreviation HFSSM. It only references related scales such as the USDA Household Food Security Scale and HFIAS, which are flag terms, not the specific HFSSM dataset."
pub.1147386484,Food insecurity and time use in elderly vs. non‐elderly: An exploratory analysis,10.1002/aepp.13275,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,The CPS‑FSS is explicitly named and described as a primary data source; the authors use its food‑security indicator to construct outcome variables and conduct regressions.
pub.1147409827,“It’s just a constant concern in the back of my mind”: Lived experiences of college food insecurity,10.1080/07448481.2022.2064714,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact name of the dataset appears in a reference citation, indicating the authors are aware of the HFSSM instrument. However, the methods section only states that three screening questions were “informed by the U.S. Department of Agriculture (USDA) Food Security Short Scale,” without explicitly stating that the HFSSM dataset itself was employed for data collection, analysis, or results. Therefore, there is no direct evidence of genuine usage."
pub.1147510986,The Potential Impact of Food Insecurity in an Urban Trauma Population,10.1177/00031348221094217,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,true,"The paper explicitly names the Food Access Research Atlas and describes using it to assign community‑level food‑security status to each participant’s residential zip code, which is then compared to the individual survey responses. This constitutes direct analysis of the dataset."
pub.1147510986,The Potential Impact of Food Insecurity in an Urban Trauma Population,10.1177/00031348221094217,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact name appears in the reference list, but the manuscript never describes employing this module for data collection or analysis. It is cited only as background literature."
pub.1147851888,Association of Food Insecurity with Mental Health Outcomes in Parents and Children,10.1016/j.acap.2022.04.010,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper cites that many of the primary studies it reviews employed the USDA HFSSM, but the systematic review itself does not collect, analyze, or report results directly from that dataset. Therefore it is only mentioned, not genuinely used in the current research."
pub.1147852507,Do Households Use Food Budget Stretching to Alleviate Food Insecurity?,10.1111/fcsr.12438,9c8159cd-47f9-49f6-966e-1f996b977d63,Food Acquisition and Purchase Survey (FoodAPS),true,true,"The paper explicitly states that the sample was drawn from the National Food Acquisition and Purchase Survey (FoodAPS) and that the data were used in mediation regression analyses, indicating genuine utilization of the dataset for empirical results."
pub.1147861576,Food Insecurity and Less Frequent Cooking Dinner at Home Are Associated with Lower Diet Quality in a National Sample of Low-Income Adults in the United States during the Initial Months of the Coronavirus Disease 2019 Pandemic,10.1016/j.jand.2022.05.009,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,CPS‑FSS is mentioned only as a source of national estimates; the authors do not analyze CPS‑FSS data themselves.
pub.1147861576,Food Insecurity and Less Frequent Cooking Dinner at Home Are Associated with Lower Diet Quality in a National Sample of Low-Income Adults in the United States during the Initial Months of the Coronavirus Disease 2019 Pandemic,10.1016/j.jand.2022.05.009,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The HFSSM is referenced as the instrument used to collect food‑security responses in the authors’ own survey; it is not an external dataset being analyzed.
pub.1147861577,The Psychological Distress of Food Insecurity: A Qualitative Study of the Emotional Experiences of Parents and Their Coping Strategies,10.1016/j.jand.2022.05.010,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,The paper explicitly names the Household Food Security Survey Module (HFSSM) and states that participants’ food‑security status was determined using this instrument. This constitutes active use of the survey in the study’s eligibility screening and descriptive analysis.
pub.1148000203,Association of Food Insecurity and Food Addiction Symptoms: A Secondary Analysis of Two Samples of Low-Income Female Adults,10.1016/j.jand.2022.04.015,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper refers to a ""US Household Food Security Module"" and ""US Adult Food Security Module"", but does not contain the exact dataset name or any of its listed aliases (e.g., ""Household Food Security Survey Module"", ""HFSSM""). Therefore there is no explicit mention, and consequently no evidence of usage."
pub.1148122090,Food Insecurity and Suicidal Behaviors Among US High School Students*,10.1111/josh.13199,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper explicitly names the Household Food Security Survey Module (HFSSM) as a standard instrument, but states that the study relied on a single-item YRBS question instead of the HFSSM. No analysis, results, or methods are based on HFSSM data, so the dataset is only mentioned, not used."
pub.1148367263,Additional Fruit and Vegetable Vouchers for Pregnant WIC Clients: An Equity-Focused Strategy to Improve Food Security and Diet Quality,10.3390/nu14112328,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the USDA 6‑item Food Security Survey Module (an alias of HFSSM) and describes its use as the primary outcome measure. Scores from this instrument are analyzed to assess changes in food insecurity, satisfying the criteria for genuine dataset utilization."
pub.1148557439,Association of food security with cardiometabolic health during young adulthood: cross-sectional comparison of American Indian adults with other racial/ethnic groups,10.1136/bmjopen-2021-054162,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,"The exact dataset name (or a case‑insensitive variant) appears in a citation of another study, indicating the authors are referencing the CPS‑FSS as background literature. The paper’s methods, analysis, and results are based entirely on the Add Health wave‑4 data, with no indication that CPS‑FSS data were accessed, processed, or analyzed."
pub.1148623508,Improving and Promoting Social Determinants of Health at a System Level,10.1016/j.jcjq.2022.06.004,9c8159cd-47f9-49f6-966e-1f996b977d63,Food Acquisition and Purchase Survey (FoodAPS),true,false,"The exact dataset name appears in a reference citation, indicating the authors are citing prior work that used FoodAPS. There is no description in the methods, results, or discussion that the authors themselves analyzed or processed FoodAPS data, so the dataset is not genuinely used in this study."
pub.1148645942,The association between food insecurity and gestational weight gain: A systematic review and meta-analysis,10.1016/j.appet.2022.106124,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact name and alias ""Household Food Security Survey Module (HFSSM)"" appear in the text, but the paper only reports that some primary studies included in the systematic review used this questionnaire. The current review does not analyse the HFSSM data directly, so it is a mention rather than genuine usage."
pub.1148658585,"Grit Was Associated With Food Insecurity Among Low Income, At-Risk Rural Veterans",10.1093/cdn/nzac065.042,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The exact phrase “Household Food Security Survey Module” appears (with the USDA 6‑item version). The methods describe assessing food security using this instrument, and the results link food‑security status to grit scores, indicating the data from the module were analyzed."
pub.1148739692,Food to Overcome Outcomes Disparities: A Randomized Controlled Trial of Food Insecurity Interventions to Improve Cancer Outcomes,10.1200/jco.21.02400,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module as the instrument used to measure participants' food‑security status and reports that scores derived from it were analyzed (e.g., USDA scores in tables). This demonstrates genuine utilization rather than a mere citation."
pub.1148759450,“Something Fun to Look Forward to”: Lessons From Implementing the Prescription for Health Farmers’ Market Initiative in Rural Upper Michigan,10.1177/15248399221093966,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),false,false,No validation found in LLM response
pub.1148761956,"Community food insecurity predicts child maltreatment report rates across Illinois zip codes, 2011–2018",10.1016/j.annepidem.2022.06.002,3a646c8a-eab3-4951-80ac-831ba3a7b1a9,Rural-Urban Continuum Codes (RUCC),true,true,"RUCC codes are employed to classify zip‑code urbanicity, which is a key covariate and interaction term in the spatial models, indicating genuine usage."
pub.1148799508,Racial/Ethnic Disparities in Food Pantry Use and Barriers in Massachusetts during the First Year of the COVID-19 Pandemic,10.3390/nu14122531,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The HFSSM is explicitly named and described as the instrument used to assess food insecurity, which is a primary outcome of the study."
pub.1148831422,"Unemployment benefits, food insecurity, and supplemental nutrition assistance program spending",10.1111/ajae.12322,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),false,false,No validation found in LLM response
pub.1149003514,Adult Food Security and the Relationship with Adverse Childhood Experiences Among Residents of Appalachian North Carolina,10.13023/jah.0103.03,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,The CPS‑FSS is mentioned only to note that the BRFSS food‑security item correlates with it. The authors do not analyze or draw results from the CPS‑FSS data itself; the study’s data source is the 2012 North Carolina BRFSS.
pub.1149003588,Geospatial Analysis of Rurality and Food Banks in Appalachian Ohio,10.13023/jah.0303.09,3a646c8a-eab3-4951-80ac-831ba3a7b1a9,Rural-Urban Continuum Codes (RUCC),true,true,"RUCC codes are employed to classify counties as rural or non‑rural, which forms the primary grouping variable for all subsequent statistical comparisons, showing direct utilization of the dataset."
pub.1149112602,Household food insecurity and obesity risk in preschool-aged children: A three-year prospective study,10.1016/j.socscimed.2022.115176,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that the USDA Household Food Security Survey Module (6‑item short form) was administered to parents to measure household food insecurity, and this variable is then used in the latent growth curve analyses linking FI to child BMI. The instrument is central to the methodology and results."
pub.1149183763,Food insecurity among parents of young children in the United States and Australia: focusing on etiology and outcomes,10.1007/s12571-022-01303-x,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper explicitly names the HFSSM and describes its role in U.S. surveillance surveys, but the authors do not report collecting, analyzing, or presenting results derived from HFSSM data themselves. The article is a commentary rather than an empirical study."
pub.1149193210,Food insecurity as a social determinant of sexual health and substance use independent of poverty status among men who have sex with men in the United States,10.1016/j.annepidem.2022.06.037,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The exact phrase “household food security survey module” appears in the reference list, indicating the dataset is cited. However, the study’s methodology uses a single USDA‑derived question rather than the HFSSM instrument, and no analysis is performed on HFSSM data."
pub.1149224523,SNAP and Cardiometabolic Risk in Youth,10.3390/nu14132756,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The text refers to the “U.S. Food Security Survey Module (FSSM)”, which is a related instrument but not the exact HFSSM name or alias listed. Therefore it is not counted as a mention."
pub.1149237728,Using Social Media to Predict Food Deserts in the United States: Infodemiology Study of Tweets,10.2196/34285,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,true,"The authors use the Food Access Research Atlas to assign the ground‑truth food‑desert label to each census tract, which is central to the outcome variable in their predictive modeling. This constitutes genuine utilization of the dataset."
pub.1149272027,Development of Older Adult Food Insecurity Index to Assess Food Insecurity of Older Adults,10.1007/s12603-022-1816-6,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,true,"FARA is explicitly cited as a data source for variables incorporated into the index, indicating direct use in the methodology."
pub.1149272027,Development of Older Adult Food Insecurity Index to Assess Food Insecurity of Older Adults,10.1007/s12603-022-1816-6,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"HFSSM is described as part of the CPS measurement tool, but the paper does not conduct its own analysis on HFSSM data; it only references the module."
pub.1149381690,Impact of COVID-19 stress on food insecurity and fruit and vegetable consumption among college students,10.1080/07448481.2022.2098033,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper describes using a 6‑item food security scale but never cites the exact name ""Household Food Security Survey Module"" or any of its aliases. Only a generic description of a food security scale is provided, so the dataset is neither mentioned by name nor demonstrably used."
pub.1149391246,College Campus Food Pantry Program Evaluation: What Barriers Do Students Face to Access On-Campus Food Pantries?,10.3390/nu14142807,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper never cites the exact name ""Household Food Security Survey Module"" nor its abbreviation ""HFSSM"". It only refers to a ""USDA Food Security Module Six‑item Short Form"", which is a related instrument but not the exact dataset name or listed alias, so it does not count as a mention or usage."
pub.1149406378,Prevalence of Food Insecurity Among Cancer Survivors in the United States: A Scoping Review,10.1016/j.jand.2022.07.004,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript describes the USDA’s 18‑item food‑security questionnaire but never uses the exact phrase ""Household Food Security Survey Module"" or the abbreviation HFSSM. Therefore it is neither mentioned nor used."
pub.1149443008,A Tale of Two Cities During the COVID-19 Pandemic: Evaluating Food Insecurity in Chicago and New York City,10.1007/s40615-022-01355-x,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper repeatedly refers to the USDA Six‑Item Food Security Module, but the exact phrase “Household Food Security Survey Module” (or its listed aliases) does not appear."
pub.1149474393,Food insecurity associated with educational disruptions during the COVID-19 pandemic for college students and the role of anxiety and depression,10.1080/07448481.2022.2093115,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly cites the US Household Food Security Survey Module (HFSSM) and states that four questions adapted from this module were used to assess food insecurity, indicating direct utilization of the instrument in data collection and analysis."
pub.1149474396,Food insecurity among female collegiate athletes exists despite university assistance,10.1080/07448481.2022.2098029,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The manuscript explicitly names the Household Food Security Survey Module (HFSSM) (six‑item version) and describes its deployment as the primary instrument for measuring food‑security status. Responses to this module are analyzed to classify participants as food secure or insecure, satisfying the criteria for genuine dataset usage."
pub.1149663501,Disparities and Determinants of Food Insecurity for New Mexico’s Unique Populations,10.21203/rs.3.rs-1848075/v1,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,"The author explicitly declares the CPS‑FSS as the dataset employed for the statistical models and results presented, indicating genuine utilization."
pub.1149708179,Caregiver‐reported household food insecurity and child‐reported food insecurity in relation to eating disorder risk factors and symptoms among preadolescent children,10.1002/eat.23784,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module and describes that caregiver‑reported household food insecurity was measured with this instrument, indicating direct use of the dataset in data collection and analysis."
pub.1149789918,Food and housing security at a US Hispanic-Serving Institution: An examination before and during the COVID-19 pandemic,10.3389/fpubh.2022.918955,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors explicitly state that they employed the six‑item short form of the USDA Household Food Security Survey Module to collect survey responses and then scored and categorized those responses. This demonstrates direct methodological use of the HFSSM instrument, and the resulting data are analyzed throughout the paper (e.g., USDA rating categories, statistical tests)."
pub.1149823859,A Broadened Understanding of University Student Food Security: Undergraduate and Graduate Student Food Utilization and Access at a Big Ten University,10.1080/19320248.2022.2101411,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper refers to the USDA Adult Food Security Survey Module and its six‑item short form, but the exact phrase “Household Food Security Survey Module” or any of its listed aliases does not appear. Without an explicit name, it cannot be counted as mentioned or used."
pub.1149994933,Food insecurity and food consumption among children who receive federal food assistance,10.1016/j.appet.2022.106268,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly states that the predictor variable (household food insecurity) was measured using the 6‑item HFSSM, and the subsequent analyses (regressions) are performed on this variable, demonstrating genuine usage."
pub.1150121365,"Housing Instability, Food Insecurity, and Barriers to Healthy Eating",10.1111/fcsr.12454,9c8159cd-47f9-49f6-966e-1f996b977d63,Food Acquisition and Purchase Survey (FoodAPS),true,true,"The paper explicitly states that the FoodAPS dataset is the primary data source for the analysis. It is referenced again in the methods section where the authors describe merging the Individual, Household, and Access files, and all regression results are derived from this sample, confirming genuine utilization."
pub.1150265156,Unpacking determinants and consequences of food insecurity for insulin resistance among people living with HIV: Conceptual framework and protocol for the NOURISH-OK study,10.3389/fcdhc.2022.947552,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,false,"The exact name appears in the reference list (e.g., ""Food Access Research Atlas""), but the manuscript does not describe any analysis, data extraction, or results derived from this atlas. It is only cited as background literature."
pub.1150274532,"Characteristics of food insecurity prevalence in North Philadelphia Federally Qualified Health Center target populations, a cross-sectional study",10.21203/rs.3.rs-1835674/v1,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The paper cites the HFSSM only as the source of the 2‑item Hunger Vital Sign screening instrument. The authors collected new survey responses using this derived tool; they did not analyze or model the HFSSM dataset itself. Hence the HFSSM is mentioned but not genuinely used for analysis.
pub.1150350298,"Relationship Between Food Security Status in a Caregiver's Family of Origin and Current Feeding Practices Among Low-Income, Single, Female Primary Caregivers",10.1097/fch.0000000000000347,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),false,false,No validation found in LLM response
pub.1150360381,Prevalence of Food Insecurity in a Community College District: Relationship Between Food Security and Grade Point Average,10.1080/10668926.2022.2114035,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The paper explicitly names the HFSSM as the source of the questionnaire (AFSSM) but does not analyze an existing HFSSM dataset; it collects new primary data using a subset instrument. Therefore the dataset is mentioned but not genuinely used for analysis.
pub.1150391609,Food Insecurity among Low-Income Households with Children Participating in a School-Based Fruit and Vegetable Co-Op,10.3390/children9081250,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper cites the USDA Household Food Security Survey module as the source of the single-item food‑security question, but it does not analyze the HFSSM dataset itself; it collects its own data using a derived item."
pub.1150427291,Food security and part-time work for students: do race and region play a role?,10.1080/07448481.2022.2109033,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,"The methods explicitly describe analyzing the Food Security Supplement component of the CPS, indicating the CPS-FSS dataset was directly used for the study’s analyses."
pub.1150458835,A latent class analysis to identify socio-economic and health risk profiles among mothers of young children predicting longitudinal risk of food insecurity,10.1371/journal.pone.0272614,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript refers to an ""18‑items USDA Food Security Survey"" to assess household food insecurity, but the exact name or any listed alias of the HFSSM (e.g., ""Household Food Security Survey Module"" or ""HFSSM"") does not appear verbatim."
pub.1150473760,Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries,10.3390/ijerph191710543,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The paper cites the USDA Household Food Security Survey Module as an existing instrument but does not analyse data from it or use it in the study’s methods or results; it is only discussed in background.
pub.1150553810,Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic,10.1007/s12061-022-09478-8,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),true,true,"The manuscript explicitly names the Food Access Research Atlas and describes applying its criteria to classify census tracts for the analysis, indicating direct use of the dataset in the methodology."
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module (HFSSM) and states it was employed to measure household food security, which is central to the validation analyses (e.g., convergent validity, added‑utility models). This demonstrates genuine usage rather than a mere citation."
pub.1150579970,The Risk for Food Insecurity and Suicide Ideation among Young Adults in the United States: The Mediating Roles of Perceived Stress and Social Isolation,10.1177/21568693221120066,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,"The manuscript cites CPS‑FSS data only to compare national prevalence estimates with the Add Health findings; the primary analysis is conducted on Add Health data, not on CPS‑FSS."
pub.1150616242,Addressing Food Insecurity: A Qualitative Study of Undergraduate Students’ Perceptions of Food Access Resources,10.3390/nu14173517,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the instrument (HFSSM) and states that it was used to collect the primary quantitative data on food‑security status, satisfying the criteria for genuine usage."
pub.1150650414,Differences in Measured and Self-Categorized Food Security Status and Related Coping Strategies among College Students,10.3390/nu14173569,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript repeatedly refers to the USDA Adult Food Security Survey Module (AFSSM) and the 10‑item USDA AFSSM as the instrument used to assess food security. The exact name or any alias of the Household Food Security Survey Module (HFSSM) does not appear in the text, nor is there any description of using a dataset called HFSSM. Therefore, there is no evidence of mention or utilization."
pub.1150752374,Food Insecurity and Health Behaviors Among a Sample of Undergraduate Students at an Urban University,10.1080/19320248.2022.2119119,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The paper explicitly names the Household Food Security Survey Module (HFSSM) and describes its application to measure food‑security status among the study participants. The module is employed as the primary instrument for data collection, and the resulting responses are analyzed in the results and regression models, satisfying the criteria for genuine usage."
pub.1150761668,"Food security and feeding behaviours in low-income, Latinx families with preschool-aged children",10.1017/s1368980022001884,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),false,false,"The manuscript does not contain the exact name 'Food Access Research Atlas' or any of its aliases. Only a USDA six‑item food security screener is referenced, which is a questionnaire rather than the FARA dataset. Therefore there is no indication that the authors mentioned or utilized the FARA data."
pub.1150797390,Contributing Factors to Dietary Quality and Food Security in Low-Income Households with Children in the United States: A Scoping Review,10.1101/2022.09.06.22279548,9c8159cd-47f9-49f6-966e-1f996b977d63,Food Acquisition and Purchase Survey (FoodAPS),true,false,"The dataset name appears in a reference title, indicating that another study used FoodAPS. The current scoping review does not analyse the FoodAPS data itself; it merely cites the study."
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,The CPS‑FSS is listed among many measurement tools that other studies have used. The scoping review itself does not analyze the CPS‑FSS data; it merely reports that some included studies employed it.
pub.1150922870,Food insecurity among African Americans in the United States: A scoping review,10.1371/journal.pone.0274434,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,The HFSSM is referenced as one of the measurement instruments used in the primary studies reviewed. The authors of the scoping review do not themselves apply the HFSSM to data.
pub.1151003902,Captive Market Pricing and Lack of Transportation: A Survey of Undergraduate Food Insecurity at a Public University in New England,10.1177/08901171221127006,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,The manuscript explicitly names the Household Food Security Survey Module and states that it was used to measure food insecurity in the study sample. This constitutes direct utilization of the dataset for data collection and subsequent analysis.
pub.1151005365,Systematic review of food insecurity and violence against women and girls: Mixed methods findings from low- and middle-income settings,10.1371/journal.pgph.0000479,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The full paper text does not contain the exact name ""Household Food Security Survey Module"" nor any of its listed aliases such as HFSSM, nor any reference that clearly indicates the dataset was employed in the methods, analysis, or results."
pub.1151152379,Food insecurity and loneliness amongst older urban subsidised housing residents: The importance of social connectedness,10.1111/hsc.14027,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,true,"The authors explicitly state that they administered the HFSSM instrument to all participants and used the resulting scores in their statistical analyses, satisfying the criteria for genuine usage."
pub.1151183035,Food insecurity and physical multimorbidity among adults aged ≥ 50 years from six low- and middle-income countries,10.1007/s00394-022-02999-5,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),true,false,"The paper cites the US Household Food Security Survey Module as a reference for how its two food‑insecurity questions were constructed, but the analysis is performed on WHO SAGE data, not on the HFSSM dataset itself."
pub.1151193935,Food Insecurity Among People With Cancer: Nutritional Needs as an Essential Component of Care,10.1093/jnci/djac135,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The manuscript never cites the exact name or any listed alias of the HFSSM. It only refers broadly to food insecurity, USDA, and related surveys, but without naming the specific HFSSM dataset, so there is no evidence of its use."
pub.1151271369,Disparities in food insecurity during the COVID-19 pandemic: A two-year analysis,10.1016/j.cities.2022.104003,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,false,"The paper references the CPS‑FSS definition to justify its own operationalization of food insecurity, but does not analyze CPS‑FSS data directly."
pub.1151455193,Food Insecurity and Economic Hardship of College Students: Before and during the COVID-19 Pandemic,10.1080/10875549.2022.2128976,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper never cites the exact name ""Household Food Security Survey Module"" or any of its listed aliases (e.g., HFSSM, 18‑item module). It only refers to a ""USDA short form module for adult food security,"" which is not an explicit alias, so the dataset is neither mentioned nor used."
pub.1151581478,"Resource booms, state economic conditions, and child food security",10.1002/aepp.13327,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),false,false,No validation found in LLM response
pub.1151706316,Food insecurity among immigrant populations in the United States,10.1007/s12571-022-01322-8,08eb979a-3db4-43ba-b12a-518254e2cba9,Current Population Survey Food Security Supplement (CPS-FSS),true,true,"The authors explicitly name the CPS‑FSS as the dataset they employ to compare immigrant and native households, and the results reported later are derived from this dataset."
pub.1151738664,"Exploring the associations between neighbourhood food environment, household food insecurity and child weight-related outcomes in socio-economically and racially/ethnically diverse families",10.1017/s1368980022002130,8b4643af-1ecf-4745-93ba-7de3b62f0537,Food Access Research Atlas (FARA),false,false,"The paper never cites the exact name or any alias of the Food Access Research Atlas. It only refers to USDA food desert definitions and matches addresses to USDA census‑tract data, which is a generic reference to USDA data rather than a specific mention of the FARA dataset."
pub.1151738664,"Exploring the associations between neighbourhood food environment, household food insecurity and child weight-related outcomes in socio-economically and racially/ethnically diverse families",10.1017/s1368980022002130,361359a1-bef3-4379-b1ad-b93032f8fc11,Household Food Security Survey Module (HFSSM),false,false,"The paper refers to a ""household food‑insecurity scale"" based on the USDA six‑item questionnaire, but it never cites the exact name ""Household Food Security Survey Module"" or its alias ""HFSSM"". Without an explicit name mention, the dataset cannot be confirmed as mentioned or used per the strict criteria."
