publication_id,publication_title,publication_doi,validated_dataset_id,validated_dataset_name,confidence_score_mention,confidence_score_use,validation_reasoning
pub.1152216067,"Living with children and food insecurity in seniors",10.1002/aepp.13333,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1152228125,"Disparities in food insecurity among Black and White households: An analysis by age cohort, poverty, education, and home ownership",10.1002/aepp.13332,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1152303372,"Assessing changes in food pantry access after extreme events",10.1007/s10460-022-10373-8,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",8,1,""
pub.1152312344,"Food Insecurity Among Older Adults Living in Low- and Middle-Income Countries: A Scoping Review",10.1093/geront/gnac161,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1152312344,"Food Insecurity Among Older Adults Living in Low- and Middle-Income Countries: A Scoping Review",10.1093/geront/gnac161,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1152412062,"Food Insecurity and COVID-19 Food-Related Perceptions, Practices, and Problems: A 3-State Descriptive Study",10.1017/dmp.2022.250,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1152442697,"Diet Quality and Contextual Factors Influencing Food Choice among Adolescents with Food Security and Food Insecurity in Baltimore City",10.3390/nu14214573,68751d343a311b28982701cc,"Food Acquisition and Purchase Survey (FoodAPS)",6,0,""
pub.1152442697,"Diet Quality and Contextual Factors Influencing Food Choice among Adolescents with Food Security and Food Insecurity in Baltimore City",10.3390/nu14214573,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,0,""
pub.1152460809,"Senior food insecurity in the USA: a systematic literature review",10.1017/s1368980022002415,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",9,1,""
pub.1152460809,"Senior food insecurity in the USA: a systematic literature review",10.1017/s1368980022002415,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1152460809,"Senior food insecurity in the USA: a systematic literature review",10.1017/s1368980022002415,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",8,1,""
pub.1152460809,"Senior food insecurity in the USA: a systematic literature review",10.1017/s1368980022002415,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1152500561,"The Association between Food Insecurity and Making Hunger-Coping Trade-Offs during the COVID-19 Pandemic: The Role of Sources of Food and Easiness in Food Access",10.3390/nu14214616,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1152543822,"Food security status in seniors over their life course",10.1002/aepp.13334,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1152553896,"Participatory mapping to address neighborhood level data deficiencies for food security assessment in Southeastern Virginia, USA",10.1186/s12942-022-00314-3,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",10,10,""
pub.1152553896,"Participatory mapping to address neighborhood level data deficiencies for food security assessment in Southeastern Virginia, USA",10.1186/s12942-022-00314-3,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",6,2,""
pub.1152614297,"Competing Food Sovereignties: GMO-Free Activism, Democracy and State Preemptive Laws in Southern Oregon",10.1007/978-3-031-18560-1_6,68751d343a311b28982701cb,"NASS Census of Agriculture",8,1,""
pub.1152643370,"Supplemental Nutrition Assistance Program as a health intervention",10.1097/mop.0000000000001192,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",9,0,""
pub.1152643370,"Supplemental Nutrition Assistance Program as a health intervention",10.1097/mop.0000000000001192,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,0,""
pub.1152671705,"Changes in Food Security Status During Undergraduate Enrollment",10.1016/j.jneb.2022.08.004,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1152703425,"Association of community-level food insecurity and glycemic control among pregnant individuals with pregestational diabetes",10.1016/j.pcd.2022.11.002,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",9,9,""
pub.1152703425,"Association of community-level food insecurity and glycemic control among pregnant individuals with pregestational diabetes",10.1016/j.pcd.2022.11.002,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1152755048,"Sick, Hungry, and Vulnerable: Federal Stimulus and Food Security on Marginalized Populations During the COVID-19 Pandemic",10.1007/s40615-022-01447-8,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,9,""
pub.1152755048,"Sick, Hungry, and Vulnerable: Federal Stimulus and Food Security on Marginalized Populations During the COVID-19 Pandemic",10.1007/s40615-022-01447-8,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1153265363,"The Interactions of Food Security, Health, and Loneliness among Rural Older Adults before and after the Onset of COVID-19",10.3390/nu14235076,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1153265363,"The Interactions of Food Security, Health, and Loneliness among Rural Older Adults before and after the Onset of COVID-19",10.3390/nu14235076,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,0,""
pub.1153365239,"Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research",10.1002/aepp.13336,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1153365239,"Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research",10.1002/aepp.13336,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,0,""
pub.1153365239,"Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research",10.1002/aepp.13336,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",10,10,""
pub.1153365239,"Food insecurity among those with disability: Cross‐survey comparison of estimates and implications for future research",10.1002/aepp.13336,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1153367945,"Food security and food access during the COVID‐19 pandemic: Impacts, adaptations, and looking ahead",10.1002/jpen.2445,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,1,""
pub.1153368497,"Medically tailored meals for food insecurity and type 2 diabetes: Protocol for the food as medicine for diabetes (FAME-D) trial",10.1016/j.cct.2022.107039,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1153368497,"Medically tailored meals for food insecurity and type 2 diabetes: Protocol for the food as medicine for diabetes (FAME-D) trial",10.1016/j.cct.2022.107039,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",8,8,""
pub.1153368497,"Medically tailored meals for food insecurity and type 2 diabetes: Protocol for the food as medicine for diabetes (FAME-D) trial",10.1016/j.cct.2022.107039,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,0,""
pub.1153369383,"Food Insecurity and Stress Among Rural Residents in South Carolina: The Moderating Influences of Household Characteristics, Neighborhood Social Environment and Food Environment",10.1007/s10900-022-01176-3,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1153401961,"Relationship between food insecurity and housing instability on quality of care and quality of life in adults with diabetes",10.1371/journal.pone.0278650,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,1,""
pub.1153526815,"The relationship between fecal incontinence and food insecurity in United States women: an analysis of 2005–2010 National Health and Nutrition Examination Survey",10.1016/j.ajog.2022.12.007,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1153526815,"The relationship between fecal incontinence and food insecurity in United States women: an analysis of 2005–2010 National Health and Nutrition Examination Survey",10.1016/j.ajog.2022.12.007,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1153547876,"What Is Associated with Changes in Food Security among Low-Income Residents of a Former Food Desert?",10.3390/nu14245242,68751d343a311b28982701cc,"Food Acquisition and Purchase Survey (FoodAPS)",8,0,""
pub.1153547876,"What Is Associated with Changes in Food Security among Low-Income Residents of a Former Food Desert?",10.3390/nu14245242,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1153547884,"Food Insecurity in the Rural United States: An Examination of Struggles and Coping Mechanisms to Feed a Family among Households with a Low-Income",10.3390/nu14245250,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1153547884,"Food Insecurity in the Rural United States: An Examination of Struggles and Coping Mechanisms to Feed a Family among Households with a Low-Income",10.3390/nu14245250,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,1,""
pub.1153613181,"Development of three new multidimensional measures to assess household food insecurity resilience in the United States",10.3389/fpubh.2022.1048501,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1153613181,"Development of three new multidimensional measures to assess household food insecurity resilience in the United States",10.3389/fpubh.2022.1048501,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1153660572,"Quantifying “local food” online and social media in the United States for 2018–2021",10.1186/s40066-022-00397-y,68751d343a311b28982701ce,"Local Food Marketing Practices Survey",7,0,""
pub.1153660572,"Quantifying “local food” online and social media in the United States for 2018–2021",10.1186/s40066-022-00397-y,68751d343a311b28982701cb,"NASS Census of Agriculture",7,0,""
pub.1153729299,"Combating food insecurity and creating sustenance: addressing the root causes of hunger in the US through political empowerment and public policy engagement",10.1080/13549839.2022.2155943,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,0,""
pub.1153761407,"Food insecurity among New York City taxi and for-hire vehicle drivers",10.3233/wor-211471,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,10,""
pub.1153874715,"Are Remitters at Risk for Lower Food Security and Dietary Quality? An Exploratory Study of Mexican Immigrants in NYC",10.1101/2022.12.20.22283288,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1153874715,"Are Remitters at Risk for Lower Food Security and Dietary Quality? An Exploratory Study of Mexican Immigrants in NYC",10.1101/2022.12.20.22283288,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",6,1,""
pub.1153934065,"Unraveling the Channels of Food Security of the Households in Northern Kenya: Evidence from an Exclusive Dataset",10.1016/j.cdnut.2022.100005,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1153960549,"The Determinants of Food Insecurity Among Hispanic/Latinx Households With Young Children: A Narrative Review",10.1016/j.advnut.2022.12.001,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1154085276,"Childhood food insecurity, mental distress in young adulthood and the supplemental nutrition assistance program",10.1016/j.ypmed.2022.107409,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1154085276,"Childhood food insecurity, mental distress in young adulthood and the supplemental nutrition assistance program",10.1016/j.ypmed.2022.107409,68751d353a311b28982701d3,"Rural-Urban Continuum Codes (RUCC)",10,10,""
pub.1154120139,"How are Income and Assets Associated with Food Insecurity? An Application of the Growth Mixture Modeling",10.1007/s11205-022-03053-x,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,0,""
pub.1154120139,"How are Income and Assets Associated with Food Insecurity? An Application of the Growth Mixture Modeling",10.1007/s11205-022-03053-x,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1154335493,"Prevalence and Severity of Food Insecurity Before and During the Coronavirus Disease 2019 Pandemic Among Adults and Youth in Australia, Canada, Chile, Mexico, the United Kingdom, and the United States",10.1016/j.tjnut.2022.12.031,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1154444358,"Food insecurity, diet and mental distress among resource insecure students during COVID-19",10.1093/emph/eoad001,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1154444358,"Food insecurity, diet and mental distress among resource insecure students during COVID-19",10.1093/emph/eoad001,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1154505518,"Food Security is Associated with Higher Diet Quality Among Children of the US–Affiliated Pacific Region",10.1016/j.tjnut.2023.01.015,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1154505518,"Food Security is Associated with Higher Diet Quality Among Children of the US–Affiliated Pacific Region",10.1016/j.tjnut.2023.01.015,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1154510004,"Community food insecurity predicts child maltreatment report rates across Illinois zip codes, 2011–2018",10.1016/j.annepidem.2023.01.008,68751d353a311b28982701d3,"Rural-Urban Continuum Codes (RUCC)",10,10,""
pub.1154571084,"Impact of smoking cessation on household food security",10.1016/j.annepidem.2023.01.007,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1154632430,"Measuring Food Security in the United States for More Than 25 years: History, Methods, Findings, and Opportunities",10.1016/j.jand.2023.01.007,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,9,""
pub.1154632430,"Measuring Food Security in the United States for More Than 25 years: History, Methods, Findings, and Opportunities",10.1016/j.jand.2023.01.007,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,2,""
pub.1154632430,"Measuring Food Security in the United States for More Than 25 years: History, Methods, Findings, and Opportunities",10.1016/j.jand.2023.01.007,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",8,2,""
pub.1154632430,"Measuring Food Security in the United States for More Than 25 years: History, Methods, Findings, and Opportunities",10.1016/j.jand.2023.01.007,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,2,""
pub.1154710455,"Evaluation of Income and Food Insecurity as Risk Factors for Failure to Thrive: An Analysis of National Survey Data",10.1177/00099228221150705,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,8,""
pub.1154710455,"Evaluation of Income and Food Insecurity as Risk Factors for Failure to Thrive: An Analysis of National Survey Data",10.1177/00099228221150705,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1154831711,"Food security status and breast cancer screening among women in the United States: Evidence from the Health and Retirement Study and Health Care and Nutrition Study",10.1007/s10552-023-01667-1,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1154983123,"Dietary Costs among Midwestern Adult Food-Pantry Users by Food-Security Status",10.3390/nu15030680,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1154983123,"Dietary Costs among Midwestern Adult Food-Pantry Users by Food-Security Status",10.3390/nu15030680,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,2,""
pub.1154983690,"Are Food Hubs Sustainable? An Analysis of Social and Environmental Objectives of U.S. Food Hubs",10.3390/su15032308,68751d343a311b28982701cb,"NASS Census of Agriculture",7,1,""
pub.1155015535,"Grit but Not Help-Seeking Was Associated with Food Insecurity among Low Income, At-Risk Rural Veterans",10.3390/ijerph20032500,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1155073278,"Factors Associated with Food Insecurity Among Health Sciences Students During the COVID-19 Pandemic",10.1080/19320248.2023.2174826,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1155096176,"Chronic Food Insecurity in US Families With Children",10.1001/jamapediatrics.2022.5820,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1155104719,"COVID-19 Benefits and Dietary Behaviors Among Mothers From Low-Income, Food-Insecure Households",10.1016/j.jneb.2022.10.009,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1155104719,"COVID-19 Benefits and Dietary Behaviors Among Mothers From Low-Income, Food-Insecure Households",10.1016/j.jneb.2022.10.009,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,0,""
pub.1155184884,"The protective effect of SNAP during economic downturns: Evidence from the COVID‐19 pandemic",10.1002/aepp.13345,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",8,1,""
pub.1155184884,"The protective effect of SNAP during economic downturns: Evidence from the COVID‐19 pandemic",10.1002/aepp.13345,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",9,10,""
pub.1155184884,"The protective effect of SNAP during economic downturns: Evidence from the COVID‐19 pandemic",10.1002/aepp.13345,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,1,""
pub.1155381401,"Food Insecurity, the Food Environment, and COVID-19 in Rural South Carolina",10.1097/fch.0000000000000355,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1155521462,"Effect of Canada Child Benefit on Food Insecurity: A Propensity Score−Matched Analysis",10.1016/j.amepre.2023.01.027,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1155700230,"Profile of a Food-Insecure College Student at a Major Southeastern University: A Randomized Cross-Sectional Study",10.3390/nu15051108,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1155710178,"Household food insecurity and childhood obesity/overweight among children with special healthcare needs: Results from a nationally representative sample of 10–17 years old U.S. children",10.1111/ijpo.13015,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,0,""
pub.1155710178,"Household food insecurity and childhood obesity/overweight among children with special healthcare needs: Results from a nationally representative sample of 10–17 years old U.S. children",10.1111/ijpo.13015,68ea7da1b68f81f17e35ef3a,"National Survey of Children's Health (NSCH)",10,10,""
pub.1155852507,"Development and Validation of a Physical Food Security Tool for Older Adults",10.1016/j.tjnut.2023.02.034,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1155852507,"Development and Validation of a Physical Food Security Tool for Older Adults",10.1016/j.tjnut.2023.02.034,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1155885414,"Financial precarity, food insecurity, and psychological distress prospectively linked with use of potentially dangerous dietary supplements during the pandemic in the US",10.3389/fpubh.2023.1120942,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1155885414,"Financial precarity, food insecurity, and psychological distress prospectively linked with use of potentially dangerous dietary supplements during the pandemic in the US",10.3389/fpubh.2023.1120942,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1155892271,"Hospital-Based, Community Teaching Kitchen Integrates Diabetes Education, Culinary Medicine, and Food Assistance: Case Study During the COVID-19 Pandemic",10.1007/s11606-022-07931-5,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",9,1,""
pub.1155949241,"Disparities and Determinants of Food Insecurity for New Mexico’s Unique Populations",10.1007/s41996-023-00113-3,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1155949241,"Disparities and Determinants of Food Insecurity for New Mexico’s Unique Populations",10.1007/s41996-023-00113-3,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1156108832,"Mental Health, Food Insecurity, and Economic Hardship among College Students during the COVID-19 Pandemic",10.1093/hsw/hlad006,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1156148621,"Prevalence and socio-economic determinates of food insecurity in Veterans: findings from National Health and Nutrition Examination Survey",10.1017/s1368980023000538,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",9,1,""
pub.1156148621,"Prevalence and socio-economic determinates of food insecurity in Veterans: findings from National Health and Nutrition Examination Survey",10.1017/s1368980023000538,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1156304476,"From Syringes to Dishes: Improving Food Security Through Vaccination",10.2139/ssrn.4390226,68751d343a311b28982701d0,"Current Population Survey Food Security Supplement (CPS-FSS)",10,10,""
pub.1156309782,"Delivering Food Resources and Kitchen Skills (FoRKS) to Adults with Food Insecurity and Hypertension: A Pilot Study",10.3390/nu15061452,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1156533500,"Food Insecurity and Adequacy of Dietary Intake in Youth and Young Adults With Youth-Onset Type 1 and Type 2 Diabetes",10.1016/j.jand.2023.03.013,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1156640271,"Food insecurity disparities and impact on academic and social experiences among college students at a large public university",10.1080/07448481.2023.2194435,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1156640271,"Food insecurity disparities and impact on academic and social experiences among college students at a large public university",10.1080/07448481.2023.2194435,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",7,0,""
pub.1156670981,"Achieving a healthy home food environment: perspectives on parents’ nutrition education needs when living with food insecurity",10.1186/s41110-023-00203-0,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1156905867,"Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review",10.1177/15248380231165689,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,0,""
pub.1156905867,"Association of Food Insecurity With Multiple Forms of Interpersonal and Self-Directed Violence: A Systematic Review",10.1177/15248380231165689,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,0,""
pub.1157024996,"Food Insecurity Is Under-reported in Surveys That Ask About the Past Year",10.1016/j.amepre.2023.03.022,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1157148955,"Food insecurity and binge eating: A systematic review and meta‐analysis",10.1002/eat.23956,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,0,""
pub.1157357481,"Estimates of Gaps in Supportive Housing Among Racially and Ethnically Diverse Older Adults with Serious Mental Illness in New York City Boroughs: Manhattan, Bronx, and Brooklyn",10.1016/j.jagp.2023.04.006,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1157363921,"Medical Mistrust Among Food Insecure Individuals in Appalachia",10.1097/fch.0000000000000362,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1157394218,"Association Between Material Hardship in Families With Young Children and Federal Relief Program Participation by Race and Ethnicity and Maternal Nativity",10.1001/jamahealthforum.2023.0508,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1157394218,"Association Between Material Hardship in Families With Young Children and Federal Relief Program Participation by Race and Ethnicity and Maternal Nativity",10.1001/jamahealthforum.2023.0508,68ea7da1b68f81f17e35ef3a,"National Survey of Children's Health (NSCH)",8,1,""
pub.1157511620,"Food justice in Vermont’s environmentally vulnerable communities",10.1007/s10460-023-10431-9,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",9,9,""
pub.1157511620,"Food justice in Vermont’s environmentally vulnerable communities",10.1007/s10460-023-10431-9,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",8,1,""
pub.1157545443,"Farm to Food Bank: Exploring the Ties between Local Food Producers and Charitable Food Assistance☆",10.1111/ruso.12489,68751d343a311b28982701ce,"Local Food Marketing Practices Survey",9,1,""
pub.1157547909,"New measures to assess the “Other” three pillars of food security–availability, utilization, and stability",10.1186/s12966-023-01451-z,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1157570078,"Socio-demographic, maternal, and infant characteristics associated with pacifier use among six-months old infants in Clark County, Nevada",10.1371/journal.pone.0285097,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,8,""
pub.1157585567,"Rationale and design of the linking education, produce provision, and community referrals to improve diabetes care (LINK) study",10.1016/j.cct.2023.107212,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1157634112,"Measuring Food Insecurity: The Problem with Semantics",10.3390/foods12091816,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,1,""
pub.1157634112,"Measuring Food Insecurity: The Problem with Semantics",10.3390/foods12091816,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,1,""
pub.1157668708,"Social Service Providers’ Perceptions of Older Adults’ Food Access During COVID-19",10.1080/08959420.2023.2205770,68751d353a311b28982701d3,"Rural-Urban Continuum Codes (RUCC)",9,9,""
pub.1157701166,"Something to eat: experiences of food insecurity on the farm",10.1007/s10460-023-10448-0,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1157841342,"Promoting Food Systems Paradigm Shifts through Critical Reflexivity: Exploring Interviews as Intervention",10.3390/socsci12050280,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",8,1,""
pub.1157984123,"Predictors of food insecurity among older adults before and during COVID-19 in the United States",10.3389/fpubh.2023.1112575,68751d353a311b28982701d3,"Rural-Urban Continuum Codes (RUCC)",9,9,""
pub.1157995952,"A Scoping Review of Household Factors Contributing to Dietary Quality and Food Security in Low-Income Households with School-Age Children in the United States",10.1016/j.advnut.2023.05.006,68751d343a311b28982701cc,"Food Acquisition and Purchase Survey (FoodAPS)",9,1,""
pub.1157995952,"A Scoping Review of Household Factors Contributing to Dietary Quality and Food Security in Low-Income Households with School-Age Children in the United States",10.1016/j.advnut.2023.05.006,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",9,1,""
pub.1158051555,"Predictors of Food Insecurity and Childhood Hunger in the Bronx During the COVID-19 Pandemic",10.1007/s10560-023-00927-y,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1158131400,"Food Insecurity Is Associated With Urge Urinary Incontinence: An Analysis of the 2005-2010 National Health and Nutrition Examination Survey",10.1097/ju.0000000000003545,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,9,""
pub.1158131400,"Food Insecurity Is Associated With Urge Urinary Incontinence: An Analysis of the 2005-2010 National Health and Nutrition Examination Survey",10.1097/ju.0000000000003545,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",10,10,""
pub.1158155267,"Food insecurity and sleep health by race/ethnicity in the United States",10.1017/jns.2023.18,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,7,""
pub.1158155267,"Food insecurity and sleep health by race/ethnicity in the United States",10.1017/jns.2023.18,68ea7da0b68f81f17e35ef39,"National Health Interview Survey (NHIS)",10,10,""
pub.1158155267,"Food insecurity and sleep health by race/ethnicity in the United States",10.1017/jns.2023.18,68ea7da0b68f81f17e35ef38,"National Health and Nutrition Examination Survey (NHANES)",8,0,""
pub.1158196198,"Food insecurity among youth seeking eating disorder treatment",10.1016/j.eatbeh.2023.101738,68751d343a311b28982701cf,"Food Access Research Atlas (FARA)",8,2,""
pub.1158340707,"Household food insecurity during the COVID-19 pandemic is associated with anxiety and depression among US- and foreign-born adults: Findings from a nationwide survey",10.1016/j.jad.2023.05.081,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",10,10,""
pub.1158401188,"A Qualitative Analysis of Eating Behaviors Among Food Insecure College Students",10.1016/j.jneb.2023.04.009,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,8,""
pub.1158443597,"Connecting the Dots between Barriers to W.I.C. Access and Adult and Child Food Insecurity: A Survey of Missouri Residents",10.3390/nu15112496,68751d343a311b28982701c9,"Household Food Security Survey Module (HFSSM)",9,8,""
