publication_id,publication_title,publication_doi,new_name,new_confidence_score_mention,new_confidence_score_use,new_description,new_source,new_domain
pub.1150124874,"The effect of natural disasters on household economic hardship during a pandemic",10.1111/joca.12480,"Johns Hopkins University COVID‑19 Data Repository (JHU CSSE)",9,9,"A publicly available dataset tracking daily COVID‑19 cases and deaths at the county level in the United States.","Johns Hopkins University Center for Systems Science and Engineering","Epidemiology / Public health"
pub.1150124874,"The effect of natural disasters on household economic hardship during a pandemic",10.1111/joca.12480,"OpenICPSR State‑Level Policy Data",9,9,"A curated dataset of U.S. state policy responses to COVID‑19 (e.g., stay‑at‑home orders, business closures).","OpenICPSR (Institute for Social Research)","Public policy / COVID‑19 response"
pub.1150124874,"The effect of natural disasters on household economic hardship during a pandemic",10.1111/joca.12480,"Survey of Consumer Finances (SCF)",8,2,"A triennial nationally representative survey of U.S. household wealth, income, and debt conducted by the Federal Reserve Board.","Federal Reserve Board","Finance / Household economics"
pub.1150128589,"State-Level Socioeconomic Racial Inequity and Food Insecurity in the U.S.",10.1016/j.amepre.2022.06.019,"Current Population Survey (CPS)",9,9,"A monthly labor‑force survey of about 50,000 U.S. households conducted by the U.S. Census Bureau, including the Food Security Supplement.","U.S. Census Bureau","Social/Economic Survey"
pub.1150128589,"State-Level Socioeconomic Racial Inequity and Food Insecurity in the U.S.",10.1016/j.amepre.2022.06.019,"American Community Survey (ACS)",9,9,"An annual survey that collects detailed demographic, economic, housing, and social data for the U.S. population.","U.S. Census Bureau","Demographic/Economic Survey"
pub.1150128589,"State-Level Socioeconomic Racial Inequity and Food Insecurity in the U.S.",10.1016/j.amepre.2022.06.019,"Food Security Supplement (CPS Food Security Supplement)",8,8.5,"A supplement to the CPS that administers the Household Food Security Survey Module to assess food insecurity.","U.S. Census Bureau (CPS Food Security Supplement)","Food Security Survey"
pub.1150128589,"State-Level Socioeconomic Racial Inequity and Food Insecurity in the U.S.",10.1016/j.amepre.2022.06.019,"Household Food Security Survey Module (HFSSM)",8,8.5,"An 18‑item questionnaire administered in the CPS Food Security Supplement to assess household food insecurity.","U.S. Department of Agriculture (HFSSM) administered via CPS","Food Security Assessment"
pub.1150152055,"A livelihoods assessment of new entrants within the US fisheries agriculture continuum",10.1016/j.jrurstud.2022.07.024,"Census of Agriculture",9,2,"A decennial (and annual) survey conducted by USDA NASS that provides detailed demographic, production, and economic data on U.S. farms and farmers.","U.S. Department of Agriculture, National Agricultural Statistics Service (NASS)","Agriculture / Rural Demography"
pub.1150152055,"A livelihoods assessment of new entrants within the US fisheries agriculture continuum",10.1016/j.jrurstud.2022.07.024,"American Community Survey",9,2,"An ongoing survey by the U.S. Census Bureau that provides detailed demographic, social, economic, and housing data for the U.S. population on a yearly basis.","U.S. Census Bureau","Demography / Rural Studies"
pub.1150152055,"A livelihoods assessment of new entrants within the US fisheries agriculture continuum",10.1016/j.jrurstud.2022.07.024,"National Young Farmer Survey",8.5,2,"A survey conducted by the USDA/NRCS and partner organizations that collects information on the characteristics, motivations, and barriers faced by young and beginning farmers in the United States.","U.S. Department of Agriculture (USDA) and partner research institutions","Agriculture / Youth Studies"
pub.1150263504,"Employment Loss and Food Insecurity — Race and Sex Disparities in the Context of COVID-19",10.5888/pcd19.220024,"National Health and Nutrition Examination Survey (NHANES)",9.5,1.5,"A continuous, nationally representative survey of health and nutrition status of the U.S. civilian non‑institutionalized population.","U.S. Centers for Disease Control and Prevention (CDC)","Public health / nutrition"
pub.1150263504,"Employment Loss and Food Insecurity — Race and Sex Disparities in the Context of COVID-19",10.5888/pcd19.220024,"American Community Survey (ACS) 5‑Year Estimates",9,2,"Annual nationwide survey providing detailed demographic, social, economic, and housing data.","U.S. Census Bureau","Demography / socioeconomic data"
pub.1150263504,"Employment Loss and Food Insecurity — Race and Sex Disparities in the Context of COVID-19",10.5888/pcd19.220024,"Behavioral Risk Factor Surveillance System (BRFSS)",9,2,"A state‑based telephone survey that collects data on health‑related risk behaviors, chronic health conditions, and use of preventive services.","U.S. Centers for Disease Control and Prevention (CDC)","Public health surveillance"
pub.1150263504,"Employment Loss and Food Insecurity — Race and Sex Disparities in the Context of COVID-19",10.5888/pcd19.220024,"Feeding America Meal Gap Map 2021",8,1.5,"A publicly available interactive map providing county‑level estimates of food insecurity and food costs.","Feeding America (non‑profit organization)","Food security / socioeconomic data"
pub.1150265156,"Unpacking determinants and consequences of food insecurity for insulin resistance among people living with HIV: Conceptual framework and protocol for the NOURISH-OK study",10.3389/fcdhc.2022.947552,"Food Access Research Atlas",9,8,"A USDA dataset providing multi-dimensional measures of food access and food deserts across U.S. census tracts.","U.S. Department of Agriculture","Public health / Food environment"
pub.1150265156,"Unpacking determinants and consequences of food insecurity for insulin resistance among people living with HIV: Conceptual framework and protocol for the NOURISH-OK study",10.3389/fcdhc.2022.947552,"National Health and Nutrition Examination Survey",9,2,"A continuous, cross‑sectional survey that assesses health and nutritional status of the U.S. population.","National Center for Health Statistics, CDC","Epidemiology / Nutrition"
pub.1150265156,"Unpacking determinants and consequences of food insecurity for insulin resistance among people living with HIV: Conceptual framework and protocol for the NOURISH-OK study",10.3389/fcdhc.2022.947552,"National Survey of Children's Health",6,2,"A national survey that provides data on the health and well‑being of children in the United States.","U.S. Department of Health & Human Services","Public health / Child health"
pub.1150266120,"Development and validation of the food availability and related eating behaviors questionnaire: A stage 1 registered report",10.1002/eat.23797,"U.S. Adult Core Food Security Survey Module (CFSM)",9,9,"A 10‑item questionnaire measuring past‑year household food accessibility; scores ≥3 indicate food insecurity.","USDA Economic Research Service, 2012","Public health / Food security"
pub.1150266120,"Development and validation of the food availability and related eating behaviors questionnaire: A stage 1 registered report",10.1002/eat.23797,"Three Factor Eating Questionnaire (TFEQ)",9,9,"A 51‑item self‑report instrument measuring cognitive restraint, disinhibition, and hunger.","Stunkard & Messick, 1985","Psychology / Eating behavior"
pub.1150266120,"Development and validation of the food availability and related eating behaviors questionnaire: A stage 1 registered report",10.1002/eat.23797,"Perceived Stress Scale (PSS)",9,9,"A 10‑item questionnaire measuring perceived stress over the past month.","Cohen et al., 1994; Cohen et al., 1983","Psychology / Stress measurement"
pub.1150274236,"Facilitators and Barriers to Patient Attendance at a Free Health Center Produce Market",10.1016/j.amepre.2022.03.034,"Baseline Survey Dataset",9.5,9.5,"Survey responses collected at enrollment covering sociodemographic characteristics, health status, food insecurity measures, etc.","Self‑administered or interviewer‑administered questionnaires completed by CHA patients.","Public health / Social determinants of health"
pub.1150274236,"Facilitators and Barriers to Patient Attendance at a Free Health Center Produce Market",10.1016/j.amepre.2022.03.034,"Market Attendance Tracking Database",9,9,"A database that logs each participant's attendance at the monthly free produce market, linked to survey data for outcome measurement.","Cambridge Health Alliance produce market program","Public health / Food access interventions"
pub.1150274236,"Facilitators and Barriers to Patient Attendance at a Free Health Center Produce Market",10.1016/j.amepre.2022.03.034,"Follow‑up Survey Dataset",9,9,"Survey data collected one year after baseline, including questions on market attendance and perceived barriers.","Phone, text, or email administered surveys of the same participants.","Public health / Program evaluation"
pub.1150274236,"Facilitators and Barriers to Patient Attendance at a Free Health Center Produce Market",10.1016/j.amepre.2022.03.034,"Qualitative Interview Transcripts Dataset",8.5,8.5,"Verbatim transcripts of 45 in‑depth phone interviews exploring barriers and facilitators to market attendance.","Phone interviews conducted by trained research staff.","Public health / Qualitative research"
pub.1150274236,"Facilitators and Barriers to Patient Attendance at a Free Health Center Produce Market",10.1016/j.amepre.2022.03.034,"Electronic Medical Records (EMR) Dataset for Preferred Language",7.5,7,"Extracted fields from CHA's EMR system, specifically patients' preferred language for medical care.","Cambridge Health Alliance electronic health record system.","Healthcare / Clinical data"
pub.1150308688,"“You Feel Out of Place”: A PhotoVoice Study of the Impact of Food Insecurity on College Students",10.1089/heq.2022.0067,"USDA Food Security Survey Module (Six‑Item Short Form)",9,8,"A validated questionnaire administered by the U.S. Department of Agriculture to assess household food‑security status.","U.S. Department of Agriculture (USDA)","Public Health / Nutrition"
pub.1150308688,"“You Feel Out of Place”: A PhotoVoice Study of the Impact of Food Insecurity on College Students",10.1089/heq.2022.0067,"National Health and Nutrition Examination Survey (NHANES)",9,1,"A nationally representative health survey that collects health and nutrition data from U.S. residents.","U.S. Centers for Disease Control and Prevention (CDC)","Public Health / Nutrition"
pub.1150311659,"Beyond Academics: Exploring the Food, Housing, and Wellbeing Needs of College Students",10.1080/10875549.2022.2113592,"USDA Household Food Security Survey Module",9,8,"The USDA 18‑item Household Food Security Survey Module (HFSSM) is a standardized questionnaire used to classify households as food secure, low food secure, or very low food secure.","United States Department of Agriculture (USDA)","Nutrition / Food Security"
pub.1150311659,"Beyond Academics: Exploring the Food, Housing, and Wellbeing Needs of College Students",10.1080/10875549.2022.2113592,"#RealCollege Guide to Assessing Campus Basic Needs Security",9,8,"A survey instrument developed by the #RealCollege initiative to measure basic needs insecurity (food, housing, etc.) among college students.","#RealCollege initiative","Higher Education / Student Basic Needs"
pub.1150311659,"Beyond Academics: Exploring the Food, Housing, and Wellbeing Needs of College Students",10.1080/10875549.2022.2113592,"Wellbeing Assessment Tool (Western Michigan University)",9,8,"A validated instrument from Western Michigan University that assesses five domains of wellbeing.","Western Michigan University","Psychology / Student Wellbeing"
pub.1150311659,"Beyond Academics: Exploring the Food, Housing, and Wellbeing Needs of College Students",10.1080/10875549.2022.2113592,"USDA National Food Security Report (Coleman‑Jensen et al., 2019)",8,1,"Annual USDA Economic Research Service report providing national estimates of household food security status.","USDA Economic Research Service","Nutrition / Public Health"
pub.1150333586,"SNAP and WIC Participation During Childhood and Food Security in Adulthood, 1984–2019",10.2105/ajph.2022.306967,"Household Food Security Survey Module (HFSSM)",9,2,"A USDA‑developed questionnaire module used to assess food‑security status (e.g., low, very low) in households.","U.S. Department of Agriculture, Economic Research Service","Nutrition / food security"
pub.1150333586,"SNAP and WIC Participation During Childhood and Food Security in Adulthood, 1984–2019",10.2105/ajph.2022.306967,"Panel Study of Income Dynamics (PSID)",10,9,"A longitudinal, nationally representative household panel survey in the United States that began in 1968 and follows original households and their descendants.","PSID website / data archive (accessed by the authors for this study)","Social science / economics / public health"
pub.1150333586,"SNAP and WIC Participation During Childhood and Food Security in Adulthood, 1984–2019",10.2105/ajph.2022.306967,"American Community Survey (ACS)",7,2,"An annual nationwide survey conducted by the U.S. Census Bureau that provides detailed demographic, social, economic, and housing data.","U.S. Census Bureau","Demography / economics"
pub.1150350298,"Relationship Between Food Security Status in a Caregiver's Family of Origin and Current Feeding Practices Among Low-Income, Single, Female Primary Caregivers",10.1097/fch.0000000000000347,"US Household Food Security Survey (USHFSS)",9.5,9,"An 18‑item USDA‑based questionnaire that measures adult and child food‑security status (AFSS and CFSS). The study used respondents’ answers as the primary dataset for analyses of current and retrospective food‑security.","Administered by the study investigators to the sample of 103 caregivers (primary data collection).","Food security / Public health"
pub.1150350298,"Relationship Between Food Security Status in a Caregiver's Family of Origin and Current Feeding Practices Among Low-Income, Single, Female Primary Caregivers",10.1097/fch.0000000000000347,"Child Feeding Questionnaire (CFQ)",9.3,9,"A 44‑item, 7‑factor instrument assessing parental perceptions of child weight and feeding practices (e.g., monitoring, restriction, pressure to eat). The study used the CFQ subscale scores as outcome variables in multiple linear regressions.","Collected directly from the 103 caregivers as part of the study’s primary data collection.","Nutrition / Child feeding behavior"
pub.1150350298,"Relationship Between Food Security Status in a Caregiver's Family of Origin and Current Feeding Practices Among Low-Income, Single, Female Primary Caregivers",10.1097/fch.0000000000000347,"Current Population Survey Food Security Supplement (CPS‑FSS)",8,1,"A nationally representative survey module administered as part of the Current Population Survey to assess household food‑security status in the United States.","U.S. Census Bureau / USDA Economic Research Service.","Public health / Economics"
pub.1150360381,"Prevalence of Food Insecurity in a Community College District: Relationship Between Food Security and Grade Point Average",10.1080/10668926.2022.2114035,"Adult Food Security Survey Module (AFSSM)",9.5,9,"A 10‑item adult‑focused food‑security questionnaire derived from the USDA Household Food Security Survey Module; used to classify respondents as food secure or insecure.","USDA Economic Research Service, 2012","Nutrition / Public Health"
pub.1150360381,"Prevalence of Food Insecurity in a Community College District: Relationship Between Food Security and Grade Point Average",10.1080/10668926.2022.2114035,"US Census data",8.5,2,"Aggregated demographic and socioeconomic data collected by the United States Census Bureau.","U.S. Census Bureau, 2019","Demography / Socio‑economic research"
pub.1150382149,"Food Insecurity–Related Interventions and Mental Health Among US Adults During the COVID-19 Pandemic, April 2020 through August 2021",10.1177/00333549221110294,"Household Pulse Survey (HPS)",10,10,"A public‑use, cross‑sectional online survey administered weekly/bi‑weekly by the US Census Bureau during the COVID‑19 pandemic, covering demographic, economic, and health variables.","US Census Bureau (Household Pulse Survey) website and technical documentation.","Public health / Social science survey data"
pub.1150382149,"Food Insecurity–Related Interventions and Mental Health Among US Adults During the COVID-19 Pandemic, April 2020 through August 2021",10.1177/00333549221110294,"US Department of Labor, Bureau of Labor Statistics – The Employment Situation",8,2,"Monthly employment, unemployment, and labor force statistics released by the BLS.","Bureau of Labor Statistics news releases and data tables.","Labor economics"
pub.1150382149,"Food Insecurity–Related Interventions and Mental Health Among US Adults During the COVID-19 Pandemic, April 2020 through August 2021",10.1177/00333549221110294,"US Department of Agriculture – Food and Nutrition Service (FNS) National/State Monthly and Annual Data (FY2021)",7,2,"Administrative data on SNAP participation, benefits, and other nutrition program metrics at national and state levels.","USDA Food and Nutrition Service data releases.","Nutrition policy / Public assistance programs"
pub.1150382149,"Food Insecurity–Related Interventions and Mental Health Among US Adults During the COVID-19 Pandemic, April 2020 through August 2021",10.1177/00333549221110294,"US Department of the Treasury – Economic Impact Payments (Stimulus Payments)",7,2,"Aggregate data on distribution of COVID‑19 stimulus checks to individuals and households.","Treasury and IRS press releases and data tables.","Fiscal policy / Economic relief programs"
pub.1150382149,"Food Insecurity–Related Interventions and Mental Health Among US Adults During the COVID-19 Pandemic, April 2020 through August 2021",10.1177/00333549221110294,"Feeding America – COVID‑19 Food Insecurity Impact Data",6,2,"Reports and datasets on the number of meals distributed and food insecurity trends collected by Feeding America’s network of food banks.","Feeding America research reports.","Hunger relief / Non‑profit sector data"
pub.1150382149,"Food Insecurity–Related Interventions and Mental Health Among US Adults During the COVID-19 Pandemic, April 2020 through August 2021",10.1177/00333549221110294,"Understanding America Study",6,2,"A longitudinal internet panel study of U.S. adults covering health, economic, and social variables.","Understanding America Study (UAS) website and publications.","Social science survey data"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"National Health Interview Survey (NHIS)",9,1,"A cross‑sectional, in‑person interview survey of the civilian, non‑institutionalized US population.","US Census Bureau/NCHS","Public Health"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"National Health and Nutrition Examination Survey (NHANES)",9,1,"A program of studies combining interviews and physical examinations to assess health and nutritional status of US adults and children.","CDC/NCHS","Epidemiology / Nutrition"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"Nationwide Inpatient Sample (NIS)",9,1,"A US hospital discharge database containing a stratified sample of inpatient stays.","HCUP","Health Services Research"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"Surveillance, Epidemiology, and End Results-Medicare (SEER‑Medicare) data",9,1,"A linked cancer registry and Medicare claims dataset covering US cancer patients aged 65+.","National Cancer Institute","Oncology / Public Health"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"United Network for Organ Sharing (UNOS) database",9,1,"National database of organ transplant candidates, donors, and outcomes in the United States.","UNOS","Transplantation"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"Explorys Inc. data",9,1,"A commercial de‑identified electronic health record database aggregating data from many health systems.","Explorys (IBM)","Health Informatics"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"Veterans Health Administration (VHA) data",9,1,"Electronic health record and administrative data from the US Department of Veterans Affairs health system.","Veterans Health Administration","Clinical Epidemiology"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"CDC WONDER database",9,1,"Wide‑range Online Data for Epidemiologic Research; provides public health data from CDC.","Centers for Disease Control and Prevention","Public Health Surveillance"
pub.1150398881,"Health disparities in chronic liver disease",10.1002/hep.32743,"Medicare data (transgender beneficiaries)",9,1,"Administrative claims data for Medicare beneficiaries in the United States.","Centers for Medicare & Medicaid Services","Health Services Research"
pub.1150427291,"Food security and part-time work for students: do race and region play a role?",10.1080/07448481.2022.2109033,"Current Population Survey Food Security Supplement (CPS‑FSS)",9,9,"A publicly‑available supplement to the monthly Current Population Survey that collects household food‑security information. The 2019 edition provides individual‑level variables such as weekly hours worked, race, region, and food‑insecurity status.","United States Census Bureau Data Repository (https://www.census.gov/data/datasets/time-series/demo/cps/cps-supp_cps-repwgt/ cps-food-security.html#cpssupps)","Demography / Food Security"
pub.1150473760,"Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries",10.3390/ijerph191710543,"Household Food Security Survey Module",9,2,"A USDA‑developed questionnaire that assesses household food security status, primarily focusing on economic/financial access.","U.S. Department of Agriculture","Public health / nutrition security"
pub.1150473760,"Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries",10.3390/ijerph191710543,"National Health and Nutrition Examination Survey",8.5,2,"A large, nationally representative survey of health and nutrition status in the United States.","U.S. Centers for Disease Control and Prevention (CDC)","Epidemiology / nutrition"
pub.1150473760,"Development of a Comprehensive Household Food Security Tool for Families with Young Children and/or Pregnant Women in High Income Countries",10.3390/ijerph191710543,"Food Insecurity Experience Scale",8,2,"A globally comparable scale developed by the FAO to measure the severity of food insecurity experiences.","Food and Agriculture Organization of the United Nations (FAO)","Food security measurement"
pub.1150553810,"Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic",10.1007/s12061-022-09478-8,"Food Access Research Atlas (FARA)",10,9,"A USDA‑maintained dataset that provides tract‑level measures of food‑access hardship based on distance to supermarkets and vehicle‑ownership statistics.","U.S. Department of Agriculture (USDA), Economic Research Service, 2009 criteria.","Public health / Food access / Geography"
pub.1150553810,"Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic",10.1007/s12061-022-09478-8,"Social Vulnerability Index (SVI) – CDC/ATSDR",10,9,"A tract‑level dataset that aggregates 15 census‑derived variables into four thematic groups (socio‑economic status, household composition, minority status/language, housing/transportation) and an overall vulnerability score.","Centers for Disease Control and Prevention (CDC) / Agency for Toxic Substances and Disease Registry (ATSDR), 2018 release.","Public health / Disaster resilience / Social epidemiology"
pub.1150553810,"Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic",10.1007/s12061-022-09478-8,"American Community Survey (ACS) 5‑Year Estimates 2018",10,8,"U.S. Census Bureau’s continuous survey providing detailed demographic, social, economic, and housing data at the census‑tract level.","U.S. Census Bureau, 2018 ACS 5‑Year Public Use Microdata Sample.","Demography / Socio‑economic statistics"
pub.1150553810,"Assessing the Relationship Between Emergency Food Assistance and Social Vulnerability During the COVID-19 Pandemic",10.1007/s12061-022-09478-8,"Emergency Food Transfers (EFT) dataset – local food banks and pantries",10,9,"Proprietary, de‑identified transaction‑level records of food assistance deliveries (date, recipient address, number of transfers) collected from the El Paso County food‑bank network for November 2020.","El Paso County emergency food providers (El Pasoans Fighting Hunger Food Bank, Kelly Center for Hunger Relief, etc.).","Food security / Human services"
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,"Household Food Security Survey Module (HFSSM)",9,9,"The USDA’s 18‑item experience‑based measure of household food security.","USDA Economic Research Service (ERS)","Nutrition / Food Security"
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,"National Health and Nutrition Examination Survey (NHANES)",8,1,"A large, ongoing U.S. health survey that combines interviews and physical examinations.","U.S. Centers for Disease Control and Prevention (CDC)","Public Health / Nutrition"
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,"Behavioral Risk Factor Surveillance System (BRFSS)",7,1,"A state‑based telephone survey collecting data on health‑related risk behaviors, chronic health conditions, and use of preventive services.","U.S. Centers for Disease Control and Prevention (CDC)","Public Health"
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,"FRESH Foods Survey",6,1,"A survey instrument designed to assess food pantry clients’ dietary behaviours and correlates.","Calloway, Seligman et al., 2019 (author‑generated instrument)","Nutrition / Food Access"
pub.1150574439,"Development of new measures to assess household nutrition security, and choice in dietary characteristics",10.1016/j.appet.2022.106288,"FLASHE Study (Food, Life, Activity, Sun, and Healthy Eating)",6,1,"A mixed‑methods study that collected data on adolescent health behaviours, including diet and physical activity.","National Cancer Institute (NCI)","Nutrition / Health Behaviour"
pub.1150579992,"Impact of the Health-Smart Holistic Health Program: A CBPR Approach to Improve Health and Prevent Adverse Outcomes for Black Older Adults",10.1177/26320770221099586,"National Health and Nutrition Examination Survey (NHANES)",9,1,"A nationally representative health survey that links interview, examination, and laboratory data to mortality outcomes.","U.S. Centers for Disease Control and Prevention (CDC)","Public health / epidemiology"
pub.1150579992,"Impact of the Health-Smart Holistic Health Program: A CBPR Approach to Improve Health and Prevent Adverse Outcomes for Black Older Adults",10.1177/26320770221099586,"USDA Adult Food Security Survey Module (AFSSM)",9,8,"A standardized 10‑item questionnaire that assesses household food‑security status over the past 12 months.","U.S. Department of Agriculture","Nutrition / food security"
pub.1150579992,"Impact of the Health-Smart Holistic Health Program: A CBPR Approach to Improve Health and Prevent Adverse Outcomes for Black Older Adults",10.1177/26320770221099586,"World Health Organization Quality of Life‑Brief Form (WHOQOL‑BREF)",9,8,"A validated questionnaire measuring physical and psychological quality‑of‑life across four domains.","World Health Organization","Health outcomes / quality of life"
pub.1150579992,"Impact of the Health-Smart Holistic Health Program: A CBPR Approach to Improve Health and Prevent Adverse Outcomes for Black Older Adults",10.1177/26320770221099586,"Campaign to End Loneliness Measurement Tool (CELMT)",9,8,"A brief three‑item survey assessing perceived loneliness.","Campaign to End Loneliness (non‑profit organization)","Psychosocial / loneliness"
pub.1150579992,"Impact of the Health-Smart Holistic Health Program: A CBPR Approach to Improve Health and Prevent Adverse Outcomes for Black Older Adults",10.1177/26320770221099586,"Demographic and Health Information Questionnaire",9,8,"A study‑specific questionnaire capturing sociodemographic and health‑status variables.","Created by the study authors","Sociodemographic / health status"
pub.1150596143,"Food insecurity, social needs, and smoking status among patients in a county hospital system",10.1016/j.pmedr.2022.101963,"National Health Interview Survey (NHIS)",9,2,"A nationally representative cross‑sectional survey of U.S. households that collects health, demographic, and socioeconomic information.","U.S. Census Bureau / National Center for Health Statistics","Public health / Survey research"
pub.1150596143,"Food insecurity, social needs, and smoking status among patients in a county hospital system",10.1016/j.pmedr.2022.101963,"MetroHealth System Electronic Health Record (EHR) dataset",9,9,"Patient‑level clinical and demographic information extracted from the electronic health record of a safety‑net health system in Cleveland, Ohio, including smoking status and responses to a social determinants of health questionnaire.","The MetroHealth System (Cleveland, Ohio, USA)","Health services / Clinical informatics"
pub.1150596143,"Food insecurity, social needs, and smoking status among patients in a county hospital system",10.1016/j.pmedr.2022.101963,"Behavioral Risk Factor Surveillance System (BRFSS)",9,2,"A state‑based telephone survey that collects data on health‑related risk behaviors, chronic health conditions, and use of preventive services in the U.S.","Centers for Disease Control and Prevention (CDC)","Epidemiology / Public health surveillance"
pub.1150596143,"Food insecurity, social needs, and smoking status among patients in a county hospital system",10.1016/j.pmedr.2022.101963,"U.S. Census Bureau QuickFacts",8,2,"A publicly‑available statistical summary tool that provides key demographic, economic, and housing data for U.S. counties, cities, and states.","U.S. Census Bureau","Demography / Socio‑economic statistics"
pub.1150616242,"Addressing Food Insecurity: A Qualitative Study of Undergraduate Students’ Perceptions of Food Access Resources",10.3390/nu14173517,"Household Food Security Survey Module (HFSSM) – 6‑Item Short Form",9,9,"A USDA‑developed questionnaire (six‑item short form) used to assess household food‑security status. Scoring follows USDA guidelines.","U.S. Department of Agriculture (USDA)","Nutrition / Food Security"
pub.1150701600,"Food security and well-being among older, rural Americans before and during the COVID-19 pandemic",10.1371/journal.pone.0274020,"U.S. Household Food Security Survey Module (HFSSM) – six‑item short form",9,9,"A validated six‑item questionnaire that classifies households into high/marginal, low, or very low food security.","U.S. Department of Agriculture (USDA) – Household Food Security Survey Module","Food security / Nutrition"
pub.1150701600,"Food security and well-being among older, rural Americans before and during the COVID-19 pandemic",10.1371/journal.pone.0274020,"CDC Healthy Days Measures (HRQOL‑4)",9,9,"A four‑item core module that asks respondents about self‑rated health and number of unhealthy days in the past 30 days.","Centers for Disease Control and Prevention (CDC) – HRQOL‑4 instrument","Public health / Health‑related quality of life"
pub.1150701600,"Food security and well-being among older, rural Americans before and during the COVID-19 pandemic",10.1371/journal.pone.0274020,"UCLA Revised Loneliness Scale – Three‑Item Version",9,9,"A brief three‑item scale that assesses subjective loneliness on a 3‑to‑9 point scale.","University of California, Los Angeles (UCLA) – Revised Loneliness Scale","Psychology / Social isolation"
pub.1150701600,"Food security and well-being among older, rural Americans before and during the COVID-19 pandemic",10.1371/journal.pone.0274020,"Indiana Uplands Older Adult Survey",8,8,"A mailed, paper‑based questionnaire developed for this study to assess food security, health, and loneliness among older, low‑income adults in four rural Indiana counties.","Created by the study authors; coding assistance credited to Hoffman and Allen.","Gerontology / Rural health"
pub.1150701600,"Food security and well-being among older, rural Americans before and during the COVID-19 pandemic",10.1371/journal.pone.0274020,"Address‑Based Sample (ABS) List from Marketing Systems Group",9,8,"A probability‑based mailing list covering virtually all U.S. households, filtered for the target demographic (age ≥ 60, ≤ 185 % poverty line).","Marketing Systems Group (commercial vendor).","Sampling / Survey methodology"
pub.1150701600,"Food security and well-being among older, rural Americans before and during the COVID-19 pandemic",10.1371/journal.pone.0274020,"Indiana University IUScholarWorks Repository Dataset (doi:10.1080/08959420.2020.1770036)",8,7,"The complete de‑identified survey responses (food security, HRQOL‑4, loneliness, and covariates) collected for this study.","Indiana University – IUScholarWorks institutional repository.","Gerontology / Rural health data"
pub.1150752371,"A Multi-Informant Assessment of Food Security in Adolescents: Discordance in Self-Report and Parent-Proxy Report",10.1080/19320248.2022.2117002,"Household Food Security Survey Module (HFSSM)",9.5,9,"A USDA‑developed 18‑item questionnaire that assesses adult respondents’ perceptions of food depletion, nutrition inadequacy, and disrupted eating patterns among members of the household.","U.S. Department of Agriculture, Food and Nutrition Service","Food security / Public health"
pub.1150752371,"A Multi-Informant Assessment of Food Security in Adolescents: Discordance in Self-Report and Parent-Proxy Report",10.1080/19320248.2022.2117002,"USDA Food Security Surveys (generic reference)",7,2,"General reference to USDA‑developed food‑security measurement instruments (including HFSSM and CFSSM).","U.S. Department of Agriculture","Food security / Public health"
pub.1150752372,"Food Insecurity and Food Worries During the COVID-19 Pandemic: A Point-In-Time Study of Injured United States Veterans",10.1080/19320248.2022.2118564,"Department of Veterans Affairs Corporate Data Warehouse (CDW)",9,9,"A VA administrative data repository containing clinical, demographic, and service‑related information on Veterans.","Department of Veterans Affairs","Veteran health and service records"
pub.1150752372,"Food Insecurity and Food Worries During the COVID-19 Pandemic: A Point-In-Time Study of Injured United States Veterans",10.1080/19320248.2022.2118564,"U.S. Department of Agriculture Household Food Security Module: Six-Item Short Form",8,8,"A validated six‑item questionnaire assessing household food security status over the prior 12 months.","U.S. Department of Agriculture","Food security measurement"
pub.1150752372,"Food Insecurity and Food Worries During the COVID-19 Pandemic: A Point-In-Time Study of Injured United States Veterans",10.1080/19320248.2022.2118564,"COVID-19 Nutrition Habits Questionnaire",8,8,"A study‑specific questionnaire covering eating habits, grocery purchasing, and food budgeting during COVID‑19.","Created by the study authors","Nutrition behavior during COVID‑19"
